id,Predicted Likes
27241,"low: (0, 3]"
27242,"low: (0, 3]"
27243,"low: (0, 3]"
27244,"low: (0, 3]"
27245,"low: (0, 3]"
27246,"low: (0, 3]"
27247,"low: (0, 3]"
27248,"low: (0, 3]"
27249,"low: (0, 3]"
27250,"normal: (3, 26]"
27251,"low: (0, 3]"
27252,"low: (0, 3]"
27253,"normal: (3, 26]"
27254,"low: (0, 3]"
27255,"low: (0, 3]"
27256,"low: (0, 3]"
27257,"normal: (3, 26]"
27258,"low: (0, 3]"
27259,"low: (0, 3]"
27260,"low: (0, 3]"
27261,"low: (0, 3]"
27262,"normal: (3, 26]"
27263,"low: (0, 3]"
27264,"low: (0, 3]"
27265,"low: (0, 3]"
27266,"low: (0, 3]"
27267,"low: (0, 3]"
27268,"low: (0, 3]"
27269,"normal: (3, 26]"
27270,"normal: (3, 26]"
27271,"normal: (3, 26]"
27272,"low: (0, 3]"
27273,"low: (0, 3]"
27274,"low: (0, 3]"
27275,"low: (0, 3]"
27276,"low: (0, 3]"
27277,"low: (0, 3]"
27278,"low: (0, 3]"
27279,"normal: (3, 26]"
27280,"high: (26, 233]"
27281,"normal: (3, 26]"
27282,"low: (0, 3]"
27283,"low: (0, 3]"
27284,"low: (0, 3]"
27285,"high: (26, 233]"
27286,"low: (0, 3]"
27287,"low: (0, 3]"
27288,"low: (0, 3]"
27289,"normal: (3, 26]"
27290,"normal: (3, 26]"
27291,"low: (0, 3]"
27292,"low: (0, 3]"
27293,"low: (0, 3]"
27294,"normal: (3, 26]"
27295,"low: (0, 3]"
27296,"low: (0, 3]"
27297,"low: (0, 3]"
27298,"low: (0, 3]"
27299,"low: (0, 3]"
27300,"low: (0, 3]"
27301,"low: (0, 3]"
27302,"low: (0, 3]"
27303,"low: (0, 3]"
27304,"low: (0, 3]"
27305,"low: (0, 3]"
27306,"low: (0, 3]"
27307,"low: (0, 3]"
27308,"normal: (3, 26]"
27309,"low: (0, 3]"
27310,"low: (0, 3]"
27311,"low: (0, 3]"
27312,"low: (0, 3]"
27313,"high: (26, 233]"
27314,"low: (0, 3]"
27315,"low: (0, 3]"
27316,"normal: (3, 26]"
27317,"low: (0, 3]"
27318,"low: (0, 3]"
27319,"low: (0, 3]"
27320,"low: (0, 3]"
27321,"low: (0, 3]"
27322,"low: (0, 3]"
27323,"low: (0, 3]"
27324,"low: (0, 3]"
27325,"normal: (3, 26]"
27326,"low: (0, 3]"
27327,"low: (0, 3]"
27328,"low: (0, 3]"
27329,"low: (0, 3]"
27330,"high: (26, 233]"
27331,"low: (0, 3]"
27332,"low: (0, 3]"
27333,"low: (0, 3]"
27334,"normal: (3, 26]"
27335,"low: (0, 3]"
27336,"low: (0, 3]"
27337,"normal: (3, 26]"
27338,"low: (0, 3]"
27339,"low: (0, 3]"
27340,"low: (0, 3]"
27341,"low: (0, 3]"
27342,"low: (0, 3]"
27343,"low: (0, 3]"
27344,"low: (0, 3]"
27345,"low: (0, 3]"
27346,"low: (0, 3]"
27347,"low: (0, 3]"
27348,"low: (0, 3]"
27349,"low: (0, 3]"
27350,"low: (0, 3]"
27351,"high: (26, 233]"
27352,"low: (0, 3]"
27353,"low: (0, 3]"
27354,"low: (0, 3]"
27355,"low: (0, 3]"
27356,"low: (0, 3]"
27357,"low: (0, 3]"
27358,"low: (0, 3]"
27359,"low: (0, 3]"
27360,"low: (0, 3]"
27361,"low: (0, 3]"
27362,"low: (0, 3]"
27363,"low: (0, 3]"
27364,"low: (0, 3]"
27365,"low: (0, 3]"
27366,"low: (0, 3]"
27367,"low: (0, 3]"
27368,"low: (0, 3]"
27369,"normal: (3, 26]"
27370,"low: (0, 3]"
27371,"normal: (3, 26]"
27372,"low: (0, 3]"
27373,"low: (0, 3]"
27374,"low: (0, 3]"
27375,"high: (26, 233]"
27376,"low: (0, 3]"
27377,"low: (0, 3]"
27378,"low: (0, 3]"
27379,"low: (0, 3]"
27380,"low: (0, 3]"
27381,"high: (26, 233]"
27382,"high: (26, 233]"
27383,"low: (0, 3]"
27384,"low: (0, 3]"
27385,"low: (0, 3]"
27386,"low: (0, 3]"
27387,"low: (0, 3]"
27388,"normal: (3, 26]"
27389,"low: (0, 3]"
27390,"low: (0, 3]"
27391,"low: (0, 3]"
27392,"low: (0, 3]"
27393,"low: (0, 3]"
27394,"low: (0, 3]"
27395,"low: (0, 3]"
27396,"low: (0, 3]"
27397,"normal: (3, 26]"
27398,"low: (0, 3]"
27399,"low: (0, 3]"
27400,"normal: (3, 26]"
27401,"low: (0, 3]"
27402,"low: (0, 3]"
27403,"low: (0, 3]"
27404,"normal: (3, 26]"
27405,"famous: (233, 4997]"
27406,"low: (0, 3]"
27407,"low: (0, 3]"
27408,"normal: (3, 26]"
27409,"low: (0, 3]"
27410,"low: (0, 3]"
27411,"normal: (3, 26]"
27412,"low: (0, 3]"
27413,"high: (26, 233]"
27414,"low: (0, 3]"
27415,"low: (0, 3]"
27416,"low: (0, 3]"
27417,"high: (26, 233]"
27418,"normal: (3, 26]"
27419,"low: (0, 3]"
27420,"low: (0, 3]"
27421,"normal: (3, 26]"
27422,"low: (0, 3]"
27423,"low: (0, 3]"
27424,"low: (0, 3]"
27425,"low: (0, 3]"
27426,"normal: (3, 26]"
27427,"normal: (3, 26]"
27428,"low: (0, 3]"
27429,"normal: (3, 26]"
27430,"low: (0, 3]"
27431,"low: (0, 3]"
27432,"normal: (3, 26]"
27433,"low: (0, 3]"
27434,"low: (0, 3]"
27435,"low: (0, 3]"
27436,"low: (0, 3]"
27437,"low: (0, 3]"
27438,"normal: (3, 26]"
27439,"low: (0, 3]"
27440,"low: (0, 3]"
27441,"low: (0, 3]"
27442,"normal: (3, 26]"
27443,"low: (0, 3]"
27444,"low: (0, 3]"
27445,"low: (0, 3]"
27446,"low: (0, 3]"
27447,"low: (0, 3]"
27448,"low: (0, 3]"
27449,"low: (0, 3]"
27450,"low: (0, 3]"
27451,"normal: (3, 26]"
27452,"low: (0, 3]"
27453,"low: (0, 3]"
27454,"low: (0, 3]"
27455,"low: (0, 3]"
27456,"low: (0, 3]"
27457,"low: (0, 3]"
27458,"low: (0, 3]"
27459,"low: (0, 3]"
27460,"low: (0, 3]"
27461,"low: (0, 3]"
27462,"low: (0, 3]"
27463,"low: (0, 3]"
27464,"low: (0, 3]"
27465,"normal: (3, 26]"
27466,"low: (0, 3]"
27467,"normal: (3, 26]"
27468,"low: (0, 3]"
27469,"low: (0, 3]"
27470,"low: (0, 3]"
27471,"low: (0, 3]"
27472,"low: (0, 3]"
27473,"low: (0, 3]"
27474,"low: (0, 3]"
27475,"low: (0, 3]"
27476,"low: (0, 3]"
27477,"normal: (3, 26]"
27478,"low: (0, 3]"
27479,"low: (0, 3]"
27480,"low: (0, 3]"
27481,"low: (0, 3]"
27482,"low: (0, 3]"
27483,"low: (0, 3]"
27484,"normal: (3, 26]"
27485,"low: (0, 3]"
27486,"low: (0, 3]"
27487,"low: (0, 3]"
27488,"low: (0, 3]"
27489,"normal: (3, 26]"
27490,"low: (0, 3]"
27491,"normal: (3, 26]"
27492,"low: (0, 3]"
27493,"low: (0, 3]"
27494,"low: (0, 3]"
27495,"low: (0, 3]"
27496,"low: (0, 3]"
27497,"low: (0, 3]"
27498,"low: (0, 3]"
27499,"low: (0, 3]"
27500,"normal: (3, 26]"
27501,"low: (0, 3]"
27502,"low: (0, 3]"
27503,"low: (0, 3]"
27504,"low: (0, 3]"
27505,"low: (0, 3]"
27506,"low: (0, 3]"
27507,"low: (0, 3]"
27508,"low: (0, 3]"
27509,"low: (0, 3]"
27510,"low: (0, 3]"
27511,"low: (0, 3]"
27512,"low: (0, 3]"
27513,"normal: (3, 26]"
27514,"low: (0, 3]"
27515,"normal: (3, 26]"
27516,"low: (0, 3]"
27517,"normal: (3, 26]"
27518,"low: (0, 3]"
27519,"low: (0, 3]"
27520,"low: (0, 3]"
27521,"low: (0, 3]"
27522,"low: (0, 3]"
27523,"low: (0, 3]"
27524,"low: (0, 3]"
27525,"low: (0, 3]"
27526,"low: (0, 3]"
27527,"low: (0, 3]"
27528,"low: (0, 3]"
27529,"low: (0, 3]"
27530,"low: (0, 3]"
27531,"low: (0, 3]"
27532,"low: (0, 3]"
27533,"low: (0, 3]"
27534,"low: (0, 3]"
27535,"low: (0, 3]"
27536,"low: (0, 3]"
27537,"low: (0, 3]"
27538,"low: (0, 3]"
27539,"low: (0, 3]"
27540,"low: (0, 3]"
27541,"low: (0, 3]"
27542,"low: (0, 3]"
27543,"low: (0, 3]"
27544,"low: (0, 3]"
27545,"normal: (3, 26]"
27546,"low: (0, 3]"
27547,"low: (0, 3]"
27548,"low: (0, 3]"
27549,"normal: (3, 26]"
27550,"low: (0, 3]"
27551,"low: (0, 3]"
27552,"low: (0, 3]"
27553,"low: (0, 3]"
27554,"low: (0, 3]"
27555,"low: (0, 3]"
27556,"low: (0, 3]"
27557,"low: (0, 3]"
27558,"low: (0, 3]"
27559,"low: (0, 3]"
27560,"low: (0, 3]"
27561,"normal: (3, 26]"
27562,"low: (0, 3]"
27563,"low: (0, 3]"
27564,"low: (0, 3]"
27565,"low: (0, 3]"
27566,"low: (0, 3]"
27567,"low: (0, 3]"
27568,"low: (0, 3]"
27569,"low: (0, 3]"
27570,"low: (0, 3]"
27571,"low: (0, 3]"
27572,"low: (0, 3]"
27573,"low: (0, 3]"
27574,"low: (0, 3]"
27575,"low: (0, 3]"
27576,"low: (0, 3]"
27577,"low: (0, 3]"
27578,"low: (0, 3]"
27579,"low: (0, 3]"
27580,"low: (0, 3]"
27581,"low: (0, 3]"
27582,"low: (0, 3]"
27583,"low: (0, 3]"
27584,"normal: (3, 26]"
27585,"low: (0, 3]"
27586,"normal: (3, 26]"
27587,"normal: (3, 26]"
27588,"normal: (3, 26]"
27589,"low: (0, 3]"
27590,"high: (26, 233]"
27591,"low: (0, 3]"
27592,"low: (0, 3]"
27593,"normal: (3, 26]"
27594,"low: (0, 3]"
27595,"normal: (3, 26]"
27596,"low: (0, 3]"
27597,"normal: (3, 26]"
27598,"normal: (3, 26]"
27599,"normal: (3, 26]"
27600,"normal: (3, 26]"
27601,"high: (26, 233]"
27602,"low: (0, 3]"
27603,"low: (0, 3]"
27604,"low: (0, 3]"
27605,"low: (0, 3]"
27606,"low: (0, 3]"
27607,"low: (0, 3]"
27608,"low: (0, 3]"
27609,"low: (0, 3]"
27610,"normal: (3, 26]"
27611,"low: (0, 3]"
27612,"low: (0, 3]"
27613,"low: (0, 3]"
27614,"low: (0, 3]"
27615,"low: (0, 3]"
27616,"low: (0, 3]"
27617,"normal: (3, 26]"
27618,"low: (0, 3]"
27619,"low: (0, 3]"
27620,"low: (0, 3]"
27621,"low: (0, 3]"
27622,"low: (0, 3]"
27623,"normal: (3, 26]"
27624,"low: (0, 3]"
27625,"normal: (3, 26]"
27626,"low: (0, 3]"
27627,"normal: (3, 26]"
27628,"normal: (3, 26]"
27629,"low: (0, 3]"
27630,"low: (0, 3]"
27631,"low: (0, 3]"
27632,"low: (0, 3]"
27633,"low: (0, 3]"
27634,"high: (26, 233]"
27635,"low: (0, 3]"
27636,"low: (0, 3]"
27637,"normal: (3, 26]"
27638,"low: (0, 3]"
27639,"normal: (3, 26]"
27640,"famous: (233, 4997]"
27641,"low: (0, 3]"
27642,"low: (0, 3]"
27643,"normal: (3, 26]"
27644,"low: (0, 3]"
27645,"low: (0, 3]"
27646,"low: (0, 3]"
27647,"high: (26, 233]"
27648,"low: (0, 3]"
27649,"low: (0, 3]"
27650,"low: (0, 3]"
27651,"low: (0, 3]"
27652,"low: (0, 3]"
27653,"low: (0, 3]"
27654,"low: (0, 3]"
27655,"low: (0, 3]"
27656,"low: (0, 3]"
27657,"normal: (3, 26]"
27658,"normal: (3, 26]"
27659,"low: (0, 3]"
27660,"low: (0, 3]"
27661,"low: (0, 3]"
27662,"normal: (3, 26]"
27663,"low: (0, 3]"
27664,"normal: (3, 26]"
27665,"low: (0, 3]"
27666,"low: (0, 3]"
27667,"low: (0, 3]"
27668,"low: (0, 3]"
27669,"normal: (3, 26]"
27670,"low: (0, 3]"
27671,"low: (0, 3]"
27672,"normal: (3, 26]"
27673,"low: (0, 3]"
27674,"low: (0, 3]"
27675,"normal: (3, 26]"
27676,"low: (0, 3]"
27677,"low: (0, 3]"
27678,"low: (0, 3]"
27679,"low: (0, 3]"
27680,"high: (26, 233]"
27681,"normal: (3, 26]"
27682,"low: (0, 3]"
27683,"low: (0, 3]"
27684,"low: (0, 3]"
27685,"low: (0, 3]"
27686,"normal: (3, 26]"
27687,"low: (0, 3]"
27688,"low: (0, 3]"
27689,"low: (0, 3]"
27690,"low: (0, 3]"
27691,"low: (0, 3]"
27692,"high: (26, 233]"
27693,"low: (0, 3]"
27694,"low: (0, 3]"
27695,"normal: (3, 26]"
27696,"low: (0, 3]"
27697,"normal: (3, 26]"
27698,"low: (0, 3]"
27699,"low: (0, 3]"
27700,"low: (0, 3]"
27701,"low: (0, 3]"
27702,"normal: (3, 26]"
27703,"low: (0, 3]"
27704,"low: (0, 3]"
27705,"low: (0, 3]"
27706,"low: (0, 3]"
27707,"low: (0, 3]"
27708,"normal: (3, 26]"
27709,"low: (0, 3]"
27710,"low: (0, 3]"
27711,"normal: (3, 26]"
27712,"low: (0, 3]"
27713,"low: (0, 3]"
27714,"low: (0, 3]"
27715,"low: (0, 3]"
27716,"low: (0, 3]"
27717,"low: (0, 3]"
27718,"low: (0, 3]"
27719,"low: (0, 3]"
27720,"low: (0, 3]"
27721,"low: (0, 3]"
27722,"low: (0, 3]"
27723,"normal: (3, 26]"
27724,"low: (0, 3]"
27725,"low: (0, 3]"
27726,"low: (0, 3]"
27727,"low: (0, 3]"
27728,"low: (0, 3]"
27729,"normal: (3, 26]"
27730,"low: (0, 3]"
27731,"low: (0, 3]"
27732,"low: (0, 3]"
27733,"low: (0, 3]"
27734,"low: (0, 3]"
27735,"low: (0, 3]"
27736,"low: (0, 3]"
27737,"low: (0, 3]"
27738,"famous: (233, 4997]"
27739,"low: (0, 3]"
27740,"low: (0, 3]"
27741,"low: (0, 3]"
27742,"low: (0, 3]"
27743,"low: (0, 3]"
27744,"low: (0, 3]"
27745,"famous: (233, 4997]"
27746,"low: (0, 3]"
27747,"low: (0, 3]"
27748,"low: (0, 3]"
27749,"low: (0, 3]"
27750,"low: (0, 3]"
27751,"low: (0, 3]"
27752,"low: (0, 3]"
27753,"low: (0, 3]"
27754,"low: (0, 3]"
27755,"low: (0, 3]"
27756,"low: (0, 3]"
27757,"low: (0, 3]"
27758,"famous: (233, 4997]"
27759,"low: (0, 3]"
27760,"low: (0, 3]"
27761,"low: (0, 3]"
27762,"low: (0, 3]"
27763,"low: (0, 3]"
27764,"low: (0, 3]"
27765,"low: (0, 3]"
27766,"normal: (3, 26]"
27767,"normal: (3, 26]"
27768,"low: (0, 3]"
27769,"low: (0, 3]"
27770,"low: (0, 3]"
27771,"low: (0, 3]"
27772,"low: (0, 3]"
27773,"low: (0, 3]"
27774,"low: (0, 3]"
27775,"low: (0, 3]"
27776,"low: (0, 3]"
27777,"low: (0, 3]"
27778,"low: (0, 3]"
27779,"normal: (3, 26]"
27780,"low: (0, 3]"
27781,"low: (0, 3]"
27782,"low: (0, 3]"
27783,"low: (0, 3]"
27784,"low: (0, 3]"
27785,"low: (0, 3]"
27786,"low: (0, 3]"
27787,"normal: (3, 26]"
27788,"low: (0, 3]"
27789,"low: (0, 3]"
27790,"low: (0, 3]"
27791,"low: (0, 3]"
27792,"low: (0, 3]"
27793,"low: (0, 3]"
27794,"low: (0, 3]"
27795,"low: (0, 3]"
27796,"low: (0, 3]"
27797,"low: (0, 3]"
27798,"low: (0, 3]"
27799,"low: (0, 3]"
27800,"low: (0, 3]"
27801,"normal: (3, 26]"
27802,"low: (0, 3]"
27803,"low: (0, 3]"
27804,"low: (0, 3]"
27805,"low: (0, 3]"
27806,"low: (0, 3]"
27807,"low: (0, 3]"
27808,"low: (0, 3]"
27809,"low: (0, 3]"
27810,"normal: (3, 26]"
27811,"low: (0, 3]"
27812,"low: (0, 3]"
27813,"normal: (3, 26]"
27814,"low: (0, 3]"
27815,"normal: (3, 26]"
27816,"low: (0, 3]"
27817,"low: (0, 3]"
27818,"low: (0, 3]"
27819,"low: (0, 3]"
27820,"low: (0, 3]"
27821,"low: (0, 3]"
27822,"low: (0, 3]"
27823,"low: (0, 3]"
27824,"low: (0, 3]"
27825,"low: (0, 3]"
27826,"low: (0, 3]"
27827,"low: (0, 3]"
27828,"low: (0, 3]"
27829,"normal: (3, 26]"
27830,"low: (0, 3]"
27831,"low: (0, 3]"
27832,"low: (0, 3]"
27833,"low: (0, 3]"
27834,"high: (26, 233]"
27835,"low: (0, 3]"
27836,"high: (26, 233]"
27837,"low: (0, 3]"
27838,"low: (0, 3]"
27839,"low: (0, 3]"
27840,"low: (0, 3]"
27841,"high: (26, 233]"
27842,"low: (0, 3]"
27843,"low: (0, 3]"
27844,"low: (0, 3]"
27845,"normal: (3, 26]"
27846,"low: (0, 3]"
27847,"low: (0, 3]"
27848,"normal: (3, 26]"
27849,"low: (0, 3]"
27850,"low: (0, 3]"
27851,"low: (0, 3]"
27852,"low: (0, 3]"
27853,"low: (0, 3]"
27854,"low: (0, 3]"
27855,"low: (0, 3]"
27856,"low: (0, 3]"
27857,"low: (0, 3]"
27858,"low: (0, 3]"
27859,"low: (0, 3]"
27860,"normal: (3, 26]"
27861,"low: (0, 3]"
27862,"low: (0, 3]"
27863,"low: (0, 3]"
27864,"low: (0, 3]"
27865,"low: (0, 3]"
27866,"normal: (3, 26]"
27867,"normal: (3, 26]"
27868,"low: (0, 3]"
27869,"low: (0, 3]"
27870,"low: (0, 3]"
27871,"low: (0, 3]"
27872,"normal: (3, 26]"
27873,"low: (0, 3]"
27874,"low: (0, 3]"
27875,"low: (0, 3]"
27876,"low: (0, 3]"
27877,"low: (0, 3]"
27878,"low: (0, 3]"
27879,"low: (0, 3]"
27880,"low: (0, 3]"
27881,"normal: (3, 26]"
27882,"normal: (3, 26]"
27883,"low: (0, 3]"
27884,"low: (0, 3]"
27885,"low: (0, 3]"
27886,"low: (0, 3]"
27887,"low: (0, 3]"
27888,"low: (0, 3]"
27889,"low: (0, 3]"
27890,"low: (0, 3]"
27891,"low: (0, 3]"
27892,"low: (0, 3]"
27893,"low: (0, 3]"
27894,"low: (0, 3]"
27895,"low: (0, 3]"
27896,"low: (0, 3]"
27897,"low: (0, 3]"
27898,"low: (0, 3]"
27899,"low: (0, 3]"
27900,"low: (0, 3]"
27901,"high: (26, 233]"
27902,"low: (0, 3]"
27903,"low: (0, 3]"
27904,"low: (0, 3]"
27905,"low: (0, 3]"
27906,"low: (0, 3]"
27907,"low: (0, 3]"
27908,"low: (0, 3]"
27909,"low: (0, 3]"
27910,"low: (0, 3]"
27911,"normal: (3, 26]"
27912,"low: (0, 3]"
27913,"low: (0, 3]"
27914,"low: (0, 3]"
27915,"low: (0, 3]"
27916,"low: (0, 3]"
27917,"low: (0, 3]"
27918,"low: (0, 3]"
27919,"normal: (3, 26]"
27920,"low: (0, 3]"
27921,"low: (0, 3]"
27922,"normal: (3, 26]"
27923,"low: (0, 3]"
27924,"low: (0, 3]"
27925,"low: (0, 3]"
27926,"normal: (3, 26]"
27927,"low: (0, 3]"
27928,"low: (0, 3]"
27929,"low: (0, 3]"
27930,"low: (0, 3]"
27931,"low: (0, 3]"
27932,"low: (0, 3]"
27933,"low: (0, 3]"
27934,"normal: (3, 26]"
27935,"low: (0, 3]"
27936,"low: (0, 3]"
27937,"low: (0, 3]"
27938,"low: (0, 3]"
27939,"low: (0, 3]"
27940,"low: (0, 3]"
27941,"low: (0, 3]"
27942,"low: (0, 3]"
27943,"low: (0, 3]"
27944,"low: (0, 3]"
27945,"low: (0, 3]"
27946,"low: (0, 3]"
27947,"low: (0, 3]"
27948,"low: (0, 3]"
27949,"low: (0, 3]"
27950,"low: (0, 3]"
27951,"low: (0, 3]"
27952,"low: (0, 3]"
27953,"low: (0, 3]"
27954,"low: (0, 3]"
27955,"low: (0, 3]"
27956,"normal: (3, 26]"
27957,"low: (0, 3]"
27958,"low: (0, 3]"
27959,"low: (0, 3]"
27960,"low: (0, 3]"
27961,"low: (0, 3]"
27962,"low: (0, 3]"
27963,"low: (0, 3]"
27964,"low: (0, 3]"
27965,"low: (0, 3]"
27966,"normal: (3, 26]"
27967,"low: (0, 3]"
27968,"low: (0, 3]"
27969,"low: (0, 3]"
27970,"low: (0, 3]"
27971,"low: (0, 3]"
27972,"low: (0, 3]"
27973,"low: (0, 3]"
27974,"low: (0, 3]"
27975,"low: (0, 3]"
27976,"low: (0, 3]"
27977,"low: (0, 3]"
27978,"low: (0, 3]"
27979,"low: (0, 3]"
27980,"low: (0, 3]"
27981,"low: (0, 3]"
27982,"low: (0, 3]"
27983,"low: (0, 3]"
27984,"high: (26, 233]"
27985,"low: (0, 3]"
27986,"low: (0, 3]"
27987,"low: (0, 3]"
27988,"low: (0, 3]"
27989,"low: (0, 3]"
27990,"low: (0, 3]"
27991,"low: (0, 3]"
27992,"low: (0, 3]"
27993,"low: (0, 3]"
27994,"low: (0, 3]"
27995,"low: (0, 3]"
27996,"low: (0, 3]"
27997,"low: (0, 3]"
27998,"low: (0, 3]"
27999,"normal: (3, 26]"
28000,"low: (0, 3]"
28001,"low: (0, 3]"
28002,"low: (0, 3]"
28003,"low: (0, 3]"
28004,"low: (0, 3]"
28005,"low: (0, 3]"
28006,"low: (0, 3]"
28007,"high: (26, 233]"
28008,"low: (0, 3]"
28009,"low: (0, 3]"
28010,"low: (0, 3]"
28011,"low: (0, 3]"
28012,"low: (0, 3]"
28013,"low: (0, 3]"
28014,"low: (0, 3]"
28015,"low: (0, 3]"
28016,"low: (0, 3]"
28017,"low: (0, 3]"
28018,"low: (0, 3]"
28019,"low: (0, 3]"
28020,"low: (0, 3]"
28021,"low: (0, 3]"
28022,"famous: (233, 4997]"
28023,"normal: (3, 26]"
28024,"low: (0, 3]"
28025,"low: (0, 3]"
28026,"low: (0, 3]"
28027,"low: (0, 3]"
28028,"low: (0, 3]"
28029,"low: (0, 3]"
28030,"low: (0, 3]"
28031,"low: (0, 3]"
28032,"low: (0, 3]"
28033,"normal: (3, 26]"
28034,"low: (0, 3]"
28035,"low: (0, 3]"
28036,"low: (0, 3]"
28037,"low: (0, 3]"
28038,"low: (0, 3]"
28039,"low: (0, 3]"
28040,"low: (0, 3]"
28041,"low: (0, 3]"
28042,"low: (0, 3]"
28043,"low: (0, 3]"
28044,"low: (0, 3]"
28045,"low: (0, 3]"
28046,"low: (0, 3]"
28047,"normal: (3, 26]"
28048,"low: (0, 3]"
28049,"low: (0, 3]"
28050,"low: (0, 3]"
28051,"low: (0, 3]"
28052,"low: (0, 3]"
28053,"low: (0, 3]"
28054,"low: (0, 3]"
28055,"low: (0, 3]"
28056,"low: (0, 3]"
28057,"low: (0, 3]"
28058,"low: (0, 3]"
28059,"low: (0, 3]"
28060,"low: (0, 3]"
28061,"low: (0, 3]"
28062,"low: (0, 3]"
28063,"low: (0, 3]"
28064,"normal: (3, 26]"
28065,"low: (0, 3]"
28066,"normal: (3, 26]"
28067,"high: (26, 233]"
28068,"low: (0, 3]"
28069,"normal: (3, 26]"
28070,"low: (0, 3]"
28071,"low: (0, 3]"
28072,"low: (0, 3]"
28073,"low: (0, 3]"
28074,"low: (0, 3]"
28075,"low: (0, 3]"
28076,"low: (0, 3]"
28077,"low: (0, 3]"
28078,"low: (0, 3]"
28079,"low: (0, 3]"
28080,"low: (0, 3]"
28081,"low: (0, 3]"
28082,"low: (0, 3]"
28083,"low: (0, 3]"
28084,"low: (0, 3]"
28085,"low: (0, 3]"
28086,"low: (0, 3]"
28087,"normal: (3, 26]"
28088,"low: (0, 3]"
28089,"low: (0, 3]"
28090,"low: (0, 3]"
28091,"normal: (3, 26]"
28092,"low: (0, 3]"
28093,"low: (0, 3]"
28094,"normal: (3, 26]"
28095,"low: (0, 3]"
28096,"low: (0, 3]"
28097,"low: (0, 3]"
28098,"low: (0, 3]"
28099,"low: (0, 3]"
28100,"low: (0, 3]"
28101,"normal: (3, 26]"
28102,"normal: (3, 26]"
28103,"low: (0, 3]"
28104,"low: (0, 3]"
28105,"low: (0, 3]"
28106,"low: (0, 3]"
28107,"low: (0, 3]"
28108,"low: (0, 3]"
28109,"low: (0, 3]"
28110,"low: (0, 3]"
28111,"low: (0, 3]"
28112,"low: (0, 3]"
28113,"low: (0, 3]"
28114,"low: (0, 3]"
28115,"low: (0, 3]"
28116,"low: (0, 3]"
28117,"normal: (3, 26]"
28118,"low: (0, 3]"
28119,"low: (0, 3]"
28120,"low: (0, 3]"
28121,"low: (0, 3]"
28122,"low: (0, 3]"
28123,"normal: (3, 26]"
28124,"low: (0, 3]"
28125,"normal: (3, 26]"
28126,"low: (0, 3]"
28127,"low: (0, 3]"
28128,"low: (0, 3]"
28129,"low: (0, 3]"
28130,"low: (0, 3]"
28131,"low: (0, 3]"
28132,"low: (0, 3]"
28133,"low: (0, 3]"
28134,"low: (0, 3]"
28135,"low: (0, 3]"
28136,"high: (26, 233]"
28137,"low: (0, 3]"
28138,"low: (0, 3]"
28139,"low: (0, 3]"
28140,"normal: (3, 26]"
28141,"low: (0, 3]"
28142,"low: (0, 3]"
28143,"low: (0, 3]"
28144,"low: (0, 3]"
28145,"low: (0, 3]"
28146,"low: (0, 3]"
28147,"low: (0, 3]"
28148,"normal: (3, 26]"
28149,"low: (0, 3]"
28150,"low: (0, 3]"
28151,"low: (0, 3]"
28152,"low: (0, 3]"
28153,"low: (0, 3]"
28154,"normal: (3, 26]"
28155,"low: (0, 3]"
28156,"low: (0, 3]"
28157,"low: (0, 3]"
28158,"low: (0, 3]"
28159,"low: (0, 3]"
28160,"low: (0, 3]"
28161,"low: (0, 3]"
28162,"normal: (3, 26]"
28163,"low: (0, 3]"
28164,"low: (0, 3]"
28165,"low: (0, 3]"
28166,"low: (0, 3]"
28167,"low: (0, 3]"
28168,"normal: (3, 26]"
28169,"normal: (3, 26]"
28170,"normal: (3, 26]"
28171,"low: (0, 3]"
28172,"low: (0, 3]"
28173,"low: (0, 3]"
28174,"low: (0, 3]"
28175,"low: (0, 3]"
28176,"low: (0, 3]"
28177,"low: (0, 3]"
28178,"normal: (3, 26]"
28179,"low: (0, 3]"
28180,"low: (0, 3]"
28181,"low: (0, 3]"
28182,"low: (0, 3]"
28183,"normal: (3, 26]"
28184,"low: (0, 3]"
28185,"low: (0, 3]"
28186,"low: (0, 3]"
28187,"low: (0, 3]"
28188,"low: (0, 3]"
28189,"normal: (3, 26]"
28190,"low: (0, 3]"
28191,"low: (0, 3]"
28192,"low: (0, 3]"
28193,"low: (0, 3]"
28194,"low: (0, 3]"
28195,"low: (0, 3]"
28196,"low: (0, 3]"
28197,"low: (0, 3]"
28198,"low: (0, 3]"
28199,"low: (0, 3]"
28200,"low: (0, 3]"
28201,"high: (26, 233]"
28202,"low: (0, 3]"
28203,"low: (0, 3]"
28204,"low: (0, 3]"
28205,"normal: (3, 26]"
28206,"low: (0, 3]"
28207,"low: (0, 3]"
28208,"low: (0, 3]"
28209,"normal: (3, 26]"
28210,"low: (0, 3]"
28211,"low: (0, 3]"
28212,"low: (0, 3]"
28213,"low: (0, 3]"
28214,"normal: (3, 26]"
28215,"normal: (3, 26]"
28216,"low: (0, 3]"
28217,"low: (0, 3]"
28218,"low: (0, 3]"
28219,"low: (0, 3]"
28220,"low: (0, 3]"
28221,"low: (0, 3]"
28222,"low: (0, 3]"
28223,"low: (0, 3]"
28224,"low: (0, 3]"
28225,"low: (0, 3]"
28226,"low: (0, 3]"
28227,"low: (0, 3]"
28228,"low: (0, 3]"
