id,coordinates,longitude,latitude
24448,"[30.4377766, -97.8043586]",-97.8043586,30.4377766
24449,"[38.908038, -76.9349237]",-76.9349237,38.908038
24450,"[44.7734627, -63.6884186]",-63.6884186,44.7734627
24451,"[53.5120412, -2.2434612]",-2.2434612,53.5120412
24453,"[59.743273900000005, 12.711520968966536]",12.711520968966536,59.743273900000005
24454,"[43.5499749, -96.700327]",-96.700327,43.5499749
24456,"[35.2270869, -80.8431268]",-80.8431268,35.2270869
24459,"[41.3828939, 2.1774322]",2.1774322,41.3828939
24460,"[44.4308975, -89.6884637]",-89.6884637,44.4308975
24463,"[28.42826235, 77.00270014657752]",77.00270014657752,28.42826235
24465,"[29.7589382, -95.3676974]",-95.3676974,29.7589382
24467,"[32.7174209, -117.1627714]",-117.1627714,32.7174209
24468,"[19.531932, 76.0554568]",76.0554568,19.531932
24469,"[26.1223084, -80.1433786]",-80.1433786,26.1223084
24470,"[37.5726028, -85.1551411]",-85.1551411,37.5726028
24471,"[45.966425, -66.645813]",-66.645813,45.966425
24472,"[45.813177, 15.977048]",15.977048,45.813177
24473,"[30.2711286, -97.7436995]",-97.7436995,30.2711286
24475,"[-26.205, 28.049722]",28.049722,-26.205
24477,"[52.7954791, -0.5402402866174321]",-0.5402402866174321,52.7954791
24482,"[40.772341850000004, 22.530404639950227]",22.530404639950227,40.772341850000004
24483,"[33.7490987, -84.3901849]",-84.3901849,33.7490987
24484,"[13.4655122, 144.7472736]",144.7472736,13.4655122
24485,"[50.4500336, 30.5241361]",30.5241361,50.4500336
24488,"[-84.63385958, 33.57477353]",-84.63385958,33.57477353
24489,"[47.6038321, -122.3300624]",-122.3300624,47.6038321
24493,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24495,"[6.7062561, -1.573410973667844]",-1.573410973667844,6.7062561
24496,"[52.7954791, -0.5402402866174321]",-0.5402402866174321,52.7954791
24498,"[47.6038321, -122.3300624]",-122.3300624,47.6038321
24499,"[43.4586541, 11.1389204]",11.1389204,43.4586541
24500,"[2.3926225, 113.646867]",113.646867,2.3926225
24502,"[32.2228765, -110.9748477]",-110.9748477,32.2228765
24505,"[37.7884969, -122.3558473]",-122.3558473,37.7884969
24506,"[38.9174665, -6.3443977]",-6.3443977,38.9174665
24507,"[32.7174209, -117.1627714]",-117.1627714,32.7174209
24508,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24509,"[-118.243, 34.0522]",-118.243,34.0522
24511,"[33.1976496, -96.6154471]",-96.6154471,33.1976496
24512,"[38.27312, -98.5821872]",-98.5821872,38.27312
24513,"[39.5162234, -76.9382069]",-76.9382069,39.5162234
24515,"[40.0796606, -89.4337288]",-89.4337288,40.0796606
24518,"[36.1672559, -115.1485163]",-115.1485163,36.1672559
24522,"[47.2495798, -122.4398746]",-122.4398746,47.2495798
24523,"[43.6534817, -79.3839347]",-79.3839347,43.6534817
24524,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24525,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24526,"[18.5751334, -72.2684478]",-72.2684478,18.5751334
24527,"[26.1598074, -80.4623642]",-80.4623642,26.1598074
24529,"[50.319565499999996, 11.929611644274901]",11.929611644274901,50.319565499999996
24531,"[26.715364, -80.0532942]",-80.0532942,26.715364
24533,"[40.85172235, -73.09921882199973]",-73.09921882199973,40.85172235
24534,"[28.0394654, -81.9498042]",-81.9498042,28.0394654
24536,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24537,"[15.3004543, 74.0855134]",74.0855134,15.3004543
24539,"[10.9094334, 78.3665347]",78.3665347,10.9094334
24540,"[43.6534817, -79.3839347]",-79.3839347,43.6534817
24542,"[32.657368000000005, -97.02846624175038]",-97.02846624175038,32.657368000000005
24544,"[28.6252263, -81.37373441287073]",-81.37373441287073,28.6252263
24546,"[42.3973855, -70.9924965]",-70.9924965,42.3973855
24547,"[33.9060971, -118.0107092]",-118.0107092,33.9060971
24548,"[11.0018115, 76.9628425]",76.9628425,11.0018115
24549,"[25.7742658, -80.1936589]",-80.1936589,25.7742658
24550,"[40.9312099, -73.8987469]",-73.8987469,40.9312099
24551,"[22.3511148, 78.6677428]",78.6677428,22.3511148
24552,"[52.865196, -7.9794599]",-7.9794599,52.865196
24554,"[45.1857782, -109.2468193]",-109.2468193,45.1857782
24556,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
24559,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24562,"[47.2495798, -122.4398746]",-122.4398746,47.2495798
24563,"[41.000028, 19.9999619]",19.9999619,41.000028
24565,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24566,"[43.6534817, -79.3839347]",-79.3839347,43.6534817
24567,"[10.9094334, 78.3665347]",78.3665347,10.9094334
24569,"[42.3973855, -70.9924965]",-70.9924965,42.3973855
24571,"[-13.9890922, 33.8171553]",33.8171553,-13.9890922
24573,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24574,"[21.6637359, 81.8406351]",81.8406351,21.6637359
24575,"[22.3511148, 78.6677428]",78.6677428,22.3511148
24576,"[18.9387711, 72.8353355]",72.8353355,18.9387711
24577,"[10.9094334, 78.3665347]",78.3665347,10.9094334
24578,"[1.357107, 103.8194992]",103.8194992,1.357107
24579,"[43.7283874, -79.34914879325001]",-79.34914879325001,43.7283874
24580,"[-41.289636, 174.7757724]",174.7757724,-41.289636
24581,"[-29.785833, 30.825278]",30.825278,-29.785833
24584,"[45.5616075, -94.1642004]",-94.1642004,45.5616075
24586,"[40.6639916, -74.2107006]",-74.2107006,40.6639916
24588,"[40.2253569, -82.6881395]",-82.6881395,40.2253569
24589,"[45.5202471, -122.6741949]",-122.6741949,45.5202471
24590,"[41.3828939, 2.1774322]",2.1774322,41.3828939
24592,"[-29.850896300000002, 27.538956984465045]",27.538956984465045,-29.850896300000002
24594,"[22.3511148, 78.6677428]",78.6677428,22.3511148
24595,"[43.6534817, -79.3839347]",-79.3839347,43.6534817
24596,"[26.514299649999998, -81.94324804951489]",-81.94324804951489,26.514299649999998
24597,"[40.3270127, -86.1746933]",-86.1746933,40.3270127
24598,"[34.2331373, -102.4107493]",-102.4107493,34.2331373
24599,"[33.7490987, -84.3901849]",-84.3901849,33.7490987
24601,"[33.9060971, -118.0107092]",-118.0107092,33.9060971
24602,"[32.7876012, -79.9402728]",-79.9402728,32.7876012
24604,"[26.1223084, -80.1433786]",-80.1433786,26.1223084
24605,"[33.8246269, -116.540303]",-116.540303,33.8246269
24606,"[33.4484367, -112.0741417]",-112.0741417,33.4484367
24608,"[40.0757384, -74.4041622]",-74.4041622,40.0757384
24609,"[16.3131877, 121.1297478]",121.1297478,16.3131877
24612,"[47.6694141, -122.1238767]",-122.1238767,47.6694141
24614,"[41.9216734, -93.3122705]",-93.3122705,41.9216734
24616,"[28.6141793, 77.2022662]",77.2022662,28.6141793
24619,"[-25.2800459, -57.6343814]",-57.6343814,-25.2800459
24620,"[39.100105, -94.5781416]",-94.5781416,39.100105
24621,"[40.4416941, -79.9900861]",-79.9900861,40.4416941
24622,"[61.5805499, 9.6619499]",9.6619499,61.5805499
24624,"[22.3511148, 78.6677428]",78.6677428,22.3511148
24626,"[53.5120412, -2.2434612]",-2.2434612,53.5120412
24627,"[-26.205, 28.049722]",28.049722,-26.205
24628,"[24.578721, 73.6862571]",73.6862571,24.578721
24629,"[49.106471850000005, -122.5501311568147]",-122.5501311568147,49.106471850000005
24630,"[9.4261291, 76.8551615]",76.8551615,9.4261291
24632,"[19.37218875, -72.33465445105234]",-72.33465445105234,19.37218875
24633,"[21.1864607, 72.8081281]",72.8081281,21.1864607
24634,"[22.3511148, 78.6677428]",78.6677428,22.3511148
24635,"[32.9715645, -89.7348497]",-89.7348497,32.9715645
24636,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24637,"[34.2331373, -102.4107493]",-102.4107493,34.2331373
24638,"[33.7501687, -84.3859549]",-84.3859549,33.7501687
24640,"[52.865196, -7.9794599]",-7.9794599,52.865196
24641,"[21.1864607, 72.8081281]",72.8081281,21.1864607
24643,"[12.1360374, -61.6904045]",-61.6904045,12.1360374
24646,"[47.6949797, -121.8383881]",-121.8383881,47.6949797
24647,"[29.104266250000002, -95.4614946032259]",-95.4614946032259,29.104266250000002
24648,"[37.5726028, -85.1551411]",-85.1551411,37.5726028
24651,"[53.535411, -113.507996]",-113.507996,53.535411
24656,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24657,"[52.865196, -7.9794599]",-7.9794599,52.865196
24659,"[9.0643305, 7.4892974]",7.4892974,9.0643305
24661,"[45.3842702, -73.995482]",-73.995482,45.3842702
24662,"[47.5025779, 9.7472924]",9.7472924,47.5025779
24664,"[34.395342, -111.7632755]",-111.7632755,34.395342
24665,"[1.5333554, 32.2166578]",32.2166578,1.5333554
24668,"[3.1516964, 101.6942371]",101.6942371,3.1516964
24669,"[28.6517178, 77.2219388]",77.2219388,28.6517178
24670,"[12.9791198, 77.5912997]",77.5912997,12.9791198
24671,"[40.7737016, -73.9641196]",-73.9641196,40.7737016
24672,"[23.0216238, 72.5797068]",72.5797068,23.0216238
24674,"[49.5091225, -96.8780139]",-96.8780139,49.5091225
24675,"[-23.960833, -46.333889]",-46.333889,-23.960833
24676,"[52.3727598, 4.8936041]",4.8936041,52.3727598
24678,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
24679,"[41.0096334, 28.9651646]",28.9651646,41.0096334
24680,"[40.6501038, -73.9495823]",-73.9495823,40.6501038
24681,"[5.9682875, 100.6660103]",100.6660103,5.9682875
24683,"[39.7392364, -104.9848623]",-104.9848623,39.7392364
24684,"[43.6534817, -79.3839347]",-79.3839347,43.6534817
24686,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24687,"[25.1446897, 67.1847767315734]",67.1847767315734,25.1446897
24693,"[25.72149, -80.2683838]",-80.2683838,25.72149
24696,"[44.8546856, -93.470786]",-93.470786,44.8546856
24697,"[46.05168305, 14.501321596582823]",14.501321596582823,46.05168305
24700,"[28.5977707, -81.3510264]",-81.3510264,28.5977707
24704,"[45.5202471, -122.6741949]",-122.6741949,45.5202471
24705,"[37.7884969, -122.3558473]",-122.3558473,37.7884969
24707,"[51.8277408, 9.0207583]",9.0207583,51.8277408
24708,"[30.3321838, -81.655651]",-81.655651,30.3321838
24712,"[40.8359336, 14.2487826]",14.2487826,40.8359336
24714,"[34.0980031, -118.3295232]",-118.3295232,34.0980031
24717,"[30.2711286, -97.7436995]",-97.7436995,30.2711286
24718,"[34.8142093, -106.7613067]",-106.7613067,34.8142093
24720,"[4.5693754, 102.2656823]",102.2656823,4.5693754
24721,"[36.8252277, -119.7029194]",-119.7029194,36.8252277
24722,"[8.0300284, -1.0800271]",-1.0800271,8.0300284
24723,"[39.5162234, -76.9382069]",-76.9382069,39.5162234
24724,"[41.4169806, -87.3653136]",-87.3653136,41.4169806
24725,"[13.482918, 44.057768]",44.057768,13.482918
24727,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
24730,"[44.7963758, -124.0651324]",-124.0651324,44.7963758
24731,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24732,"[34.2331373, -102.4107493]",-102.4107493,34.2331373
24733,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
24735,"[31.8160381, -99.5120986]",-99.5120986,31.8160381
24736,"[45.3842702, -73.995482]",-73.995482,45.3842702
24738,"[36.3548586, -79.6644748]",-79.6644748,36.3548586
24739,"[59.9133301, 10.7389701]",10.7389701,59.9133301
24741,"[43.7283874, -79.34914879325001]",-79.34914879325001,43.7283874
24743,"[-20.2759451, 57.5703566]",57.5703566,-20.2759451
24744,"[52.5170365, 13.3888599]",13.3888599,52.5170365
24745,"[34.8892677, -94.600781]",-94.600781,34.8892677
24746,"[27.3364347, -82.5306527]",-82.5306527,27.3364347
24747,"[18.2214149, -66.41328179513847]",-66.41328179513847,18.2214149
24748,"[35.6729639, -79.0392919]",-79.0392919,35.6729639
24749,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24750,"[48.878806850000004, 7.472392017987306]",7.472392017987306,48.878806850000004
24751,"[45.6512171, -74.942673]",-74.942673,45.6512171
24752,"[18.9387711, 72.8353355]",72.8353355,18.9387711
24754,"[43.157285, -77.615214]",-77.615214,43.157285
24755,"[50.7711984, 6.1824957]",6.1824957,50.7711984
24756,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24758,"[27.9477595, -82.458444]",-82.458444,27.9477595
24759,"[44.460425, 26.08548085]",26.08548085,44.460425
24760,"[42.361363850000004, -83.06910496267108]",-83.06910496267108,42.361363850000004
24762,"[42.63414505, -5.971415104539984]",-5.971415104539984,42.63414505
24763,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24767,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24768,"[38.9342888, -77.1776327]",-77.1776327,38.9342888
24769,"[30.3321838, -81.655651]",-81.655651,30.3321838
24770,"[3.2127556, 101.7470421]",101.7470421,3.2127556
24771,"[26.6911767, -80.1200433]",-80.1200433,26.6911767
24772,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24773,"[38.8244136, -90.8683119]",-90.8683119,38.8244136
24774,"[12.8831063, 77.7501677]",77.7501677,12.8831063
24775,"[38.8949855, -77.0365708]",-77.0365708,38.8949855
24777,"[27.9477595, -82.458444]",-82.458444,27.9477595
24779,"[-73.95, 40.65]",-73.95,40.65
24780,"[43.6534817, -79.3839347]",-79.3839347,43.6534817
24784,"[25.7929198, -80.1353006]",-80.1353006,25.7929198
24786,"[3.2083304, 101.304146]",101.304146,3.2083304
24787,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24788,"[30.2711286, -97.7436995]",-97.7436995,30.2711286
24790,"[30.0338923, -115.1425107]",-115.1425107,30.0338923
24791,"[31.8160381, -99.5120986]",-99.5120986,31.8160381
24792,"[10.8677845, -60.9821067]",-60.9821067,10.8677845
24798,"[38.5815719, -121.4943996]",-121.4943996,38.5815719
24800,"[40.9699889, -77.7278831]",-77.7278831,40.9699889
24802,"[41.3123363, 69.2787079]",69.2787079,41.3123363
24803,"[37.27892105, -76.69448606443117]",-76.69448606443117,37.27892105
24806,"[35.6414759, -82.6594035]",-82.6594035,35.6414759
24807,"[33.7490987, -84.3901849]",-84.3901849,33.7490987
24808,"[51.6714842, -1.2779715]",-1.2779715,51.6714842
24809,"[41.317555, -81.345386]",-81.345386,41.317555
24811,"[43.6534817, -79.3839347]",-79.3839347,43.6534817
24813,"[37.7790262, -122.4199061]",-122.4199061,37.7790262
24815,"[25.7742658, -80.1936589]",-80.1936589,25.7742658
24816,"[46.414935, -117.008255]",-117.008255,46.414935
24817,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24818,"[45.5202471, -122.6741949]",-122.6741949,45.5202471
24820,"[44.4308975, -89.6884637]",-89.6884637,44.4308975
24821,"[41.8755616, -87.6244212]",-87.6244212,41.8755616
24822,"[38.5200504, -89.9839935]",-89.9839935,38.5200504
24823,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24824,"[55.5321257, -106.1412243]",-106.1412243,55.5321257
24825,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
24826,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24827,"[40.5382375, -74.39451734508772]",-74.39451734508772,40.5382375
24828,"[10.038394700000001, 76.5074145180173]",76.5074145180173,10.038394700000001
24829,"[40.6501038, -73.9495823]",-73.9495823,40.6501038
24833,"[41.1121792, 20.7986853]",20.7986853,41.1121792
24834,"[36.0533943, -87.3125104]",-87.3125104,36.0533943
24835,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
24839,"[51.3174318, -0.5645320824617917]",-0.5645320824617917,51.3174318
24840,"[38.9719384, -95.2359496]",-95.2359496,38.9719384
24841,"[43.9792797, -120.737257]",-120.737257,43.9792797
24842,"[18.521428, 73.8544541]",73.8544541,18.521428
24843,"[4.5693754, 102.2656823]",102.2656823,4.5693754
24844,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
24845,"[33.8333333, -111.9508333]",-111.9508333,33.8333333
24846,"[26.1421976, -81.7942944]",-81.7942944,26.1421976
24847,"[53.3409714, -3.0500916]",-3.0500916,53.3409714
24848,"[32.4609764, -84.9877094]",-84.9877094,32.4609764
24849,"[45.3842702, -73.995482]",-73.995482,45.3842702
24850,"[43.6302615, -1.2015629]",-1.2015629,43.6302615
24853,"[33.4484367, -112.0741417]",-112.0741417,33.4484367
24854,"[11.0018115, 76.9628425]",76.9628425,11.0018115
24855,"[61.0666922, -107.9917071]",-107.9917071,61.0666922
24857,"[25.6440845, 85.906508]",85.906508,25.6440845
24859,"[18.521428, 73.8544541]",73.8544541,18.521428
24860,"[53.3409714, -3.0500916]",-3.0500916,53.3409714
24862,"[25.6440845, 85.906508]",85.906508,25.6440845
24863,"[12.9791198, 77.5912997]",77.5912997,12.9791198
24864,"[52.7954791, -0.5402402866174321]",-0.5402402866174321,52.7954791
24865,"[45.5202471, -122.6741949]",-122.6741949,45.5202471
24867,"[34.851354, -82.3984882]",-82.3984882,34.851354
24868,"[12.9791198, 77.5912997]",77.5912997,12.9791198
24869,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24872,"[-31.313417, -58.0587205]",-58.0587205,-31.313417
24875,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
24876,"[47.6038321, -122.3300624]",-122.3300624,47.6038321
24877,"[47.6579425, -117.4212265]",-117.4212265,47.6579425
24878,"[39.93191925, -75.19589004459966]",-75.19589004459966,39.93191925
24879,"[50.7711984, 6.1824957]",6.1824957,50.7711984
24880,"[18.1152958, -77.1598454610168]",-77.1598454610168,18.1152958
24881,"[40.7348246, -73.7934668]",-73.7934668,40.7348246
24883,"[39.9205405, -104.8658084]",-104.8658084,39.9205405
24884,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24886,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
24887,"[47.6038321, -122.3300624]",-122.3300624,47.6038321
24888,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
24889,"[40.7498243, -73.7976337]",-73.7976337,40.7498243
24891,"[38.2542376, -85.759407]",-85.759407,38.2542376
24892,"[43.2529751, -6.4913841]",-6.4913841,43.2529751
24893,"[41.5192189, -81.457896]",-81.457896,41.5192189
24895,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24897,"[47.6038321, -122.3300624]",-122.3300624,47.6038321
24899,"[6.5310848, 38.712224]",38.712224,6.5310848
24900,"[18.9387711, 72.8353355]",72.8353355,18.9387711
24901,"[37.1232245, -78.4927721]",-78.4927721,37.1232245
24902,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
24904,"[9.6000359, 7.9999721]",7.9999721,9.6000359
24906,"[38.7251776, -105.6077167]",-105.6077167,38.7251776
24908,"[51.5013562, -0.1249302]",-0.1249302,51.5013562
24909,"[41.8933203, 12.4829321]",12.4829321,41.8933203
24910,"[39.6927376, -86.1364813]",-86.1364813,39.6927376
24912,"[37.1232245, -78.4927721]",-78.4927721,37.1232245
24913,"[-10.3333333, -53.2]",-53.2,-10.3333333
24914,"[39.5162234, -76.9382069]",-76.9382069,39.5162234
24917,"[35.2270869, -80.8431268]",-80.8431268,35.2270869
24918,"[53.5120412, -2.2434612]",-2.2434612,53.5120412
24920,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24922,"[26.1223084, -80.1433786]",-80.1433786,26.1223084
24924,"[31.8160381, -99.5120986]",-99.5120986,31.8160381
24926,"[40.4416941, -79.9900861]",-79.9900861,40.4416941
24927,"[41.1000764, -81.9382517]",-81.9382517,41.1000764
24929,"[-90.63897127, 38.7291769]",-90.63897127,38.7291769
24931,"[34.1046286, -117.8314264]",-117.8314264,34.1046286
24932,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
24933,"[51.0834196, 10.4234469]",10.4234469,51.0834196
24935,"[46.0050102, 8.9520281]",8.9520281,46.0050102
24936,"[42.3602534, -71.0582912]",-71.0582912,42.3602534
24937,"[-0.46887805, 37.30276810393241]",37.30276810393241,-0.46887805
24940,"[40.6501038, -73.9495823]",-73.9495823,40.6501038
24942,"[-22.9110137, -43.2093727]",-43.2093727,-22.9110137
24943,"[45.3842702, -73.995482]",-73.995482,45.3842702
24944,"[51.5976955, -0.0672892]",-0.0672892,51.5976955
24945,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24946,"[-22.8832371, -43.1154552]",-43.1154552,-22.8832371
24948,"[37.7790262, -122.4199061]",-122.4199061,37.7790262
24950,"[37.5726028, -85.1551411]",-85.1551411,37.5726028
24952,"[30.6771945, -99.5771398]",-99.5771398,30.6771945
24953,"[31.8160381, -99.5120986]",-99.5120986,31.8160381
24955,"[22.3511148, 78.6677428]",78.6677428,22.3511148
24956,"[32.7174209, -117.1627714]",-117.1627714,32.7174209
24957,"[40.9699889, -77.7278831]",-77.7278831,40.9699889
24960,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
24961,"[45.806691349999994, 12.206315763116372]",12.206315763116372,45.806691349999994
24966,"[40.9167654, -74.171811]",-74.171811,40.9167654
24967,"[39.7683331, -86.1583502]",-86.1583502,39.7683331
24968,"[27.9477595, -82.458444]",-82.458444,27.9477595
24969,"[41.332052, 19.8048247]",19.8048247,41.332052
24970,"[6.5310848, 38.712224]",38.712224,6.5310848
24971,"[46.724362, -75.559685]",-75.559685,46.724362
24972,"[35.2622158, -81.1838794]",-81.1838794,35.2622158
24973,"[52.7954791, -0.5402402866174321]",-0.5402402866174321,52.7954791
24974,"[35.6690871, 51.4207776]",51.4207776,35.6690871
24975,"[42.6384261, 12.674297]",12.674297,42.6384261
24976,"[45.5202471, -122.6741949]",-122.6741949,45.5202471
24978,"[1.4419683, 38.4313975]",38.4313975,1.4419683
24980,"[27.7567667, -81.4639835]",-81.4639835,27.7567667
24981,"[-97.28354117, 32.49544058]",-97.28354117,32.49544058
24982,"[40.8466508, -73.8785937]",-73.8785937,40.8466508
24983,"[37.7884969, -122.3558473]",-122.3558473,37.7884969
24985,"[28.6141793, 77.2022662]",77.2022662,28.6141793
24986,"[44.9772995, -93.2654692]",-93.2654692,44.9772995
24987,"[34.04608425, -117.38645129690646]",-117.38645129690646,34.04608425
24992,"[51.4816546, -3.1791934]",-3.1791934,51.4816546
24993,"[52.5050033, -1.964396123331272]",-1.964396123331272,52.5050033
24995,"[48.8566969, 2.3514616]",2.3514616,48.8566969
24996,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
24997,"[44.4521637, -64.3551639]",-64.3551639,44.4521637
25000,"[33.928231499999995, -117.5612436]",-117.5612436,33.928231499999995
25003,"[34.0665228, -118.2913424]",-118.2913424,34.0665228
25005,"[36.3134398, -82.3534728]",-82.3534728,36.3134398
25006,"[46.7729322, -92.1251218]",-92.1251218,46.7729322
25008,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
25009,"[35.2270869, -80.8431268]",-80.8431268,35.2270869
25011,"[-118.49227, 34.01158]",-118.49227,34.01158
25012,"[41.1494512, -8.6107884]",-8.6107884,41.1494512
25013,"[50.000678, -86.000977]",-86.000977,50.000678
25017,"[61.0666922, -107.9917071]",-107.9917071,61.0666922
25019,"[40.5834557, -74.1496048]",-74.1496048,40.5834557
25020,"[40.223825250000004, -74.58928428901505]",-74.58928428901505,40.223825250000004
25021,"[35.7803977, -78.6390989]",-78.6390989,35.7803977
25023,"[52.33599915, 5.640271521392062]",5.640271521392062,52.33599915
25024,"[50.724165, -3.660795843955193]",-3.660795843955193,50.724165
25025,"[41.4570418, -72.8231552]",-72.8231552,41.4570418
25026,"[47.6038321, -122.3300624]",-122.3300624,47.6038321
25028,"[35.6828387, 139.7594549]",139.7594549,35.6828387
25029,"[41.7962409, -71.5992372]",-71.5992372,41.7962409
25031,"[55.670249, 10.3333283]",10.3333283,55.670249
25033,"[45.5202471, -122.6741949]",-122.6741949,45.5202471
25034,"[32.7174209, -117.1627714]",-117.1627714,32.7174209
25036,"[53.27326035, -6.407076705243681]",-6.407076705243681,53.27326035
25037,"[32.7762719, -96.7968559]",-96.7968559,32.7762719
25039,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
25041,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
25042,"[40.4416941, -79.9900861]",-79.9900861,40.4416941
25043,"[41.6500201, -72.7342163]",-72.7342163,41.6500201
25044,"[43.6211955, -84.6824346]",-84.6824346,43.6211955
25049,"[40.4416941, -79.9900861]",-79.9900861,40.4416941
25050,"[40.8088861, -96.7077751]",-96.7077751,40.8088861
25052,"[-9.199249649999999, 124.33836180016439]",124.33836180016439,-9.199249649999999
25054,"[40.3270127, -86.1746933]",-86.1746933,40.3270127
25055,"[-79.3872, 43.648]",-79.3872,43.648
25056,"[28.5421109, -81.3790304]",-81.3790304,28.5421109
25058,"[4.5693754, 102.2656823]",102.2656823,4.5693754
25060,"[8.7365073, 76.7033782]",76.7033782,8.7365073
25062,"[16.5313384, 120.3941216]",120.3941216,16.5313384
25063,"[41.3680217, 33.7619177]",33.7619177,41.3680217
25066,"[44.650051, -93.2432791]",-93.2432791,44.650051
25068,"[29.559981, -104.3686379]",-104.3686379,29.559981
25073,"[49.2608724, -123.1139529]",-123.1139529,49.2608724
25074,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
25075,"[40.6501038, -73.9495823]",-73.9495823,40.6501038
25076,"[47.7598697, -122.2068288]",-122.2068288,47.7598697
25077,"[19.5524105, -99.0829569]",-99.0829569,19.5524105
25078,"[33.7490987, -84.3901849]",-84.3901849,33.7490987
25081,"[-6.0, 32.0]",-6.0,32.0
25082,"[34.7464809, -92.2895948]",-92.2895948,34.7464809
25083,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
25087,"[52.865196, -7.9794599]",-7.9794599,52.865196
25088,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
25090,"[51.5126553, -0.3051952]",-0.3051952,51.5126553
25091,"[34.0536909, -118.2427666]",-118.2427666,34.0536909
25092,"[38.6920451, -75.4013315]",-75.4013315,38.6920451
25095,"[-12.9822499, -38.4812772]",-38.4812772,-12.9822499
25096,"[43.1453456, -77.5612092]",-77.5612092,43.1453456
25097,"[33.046233, -96.994174]",-96.994174,33.046233
25099,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
25100,"[55.9533456, -3.1883749]",-3.1883749,55.9533456
25101,"[45.709097, -68.8590201]",-68.8590201,45.709097
25102,"[35.2270869, -80.8431268]",-80.8431268,35.2270869
25103,"[45.709097, -68.8590201]",-68.8590201,45.709097
25104,"[47.6038321, -122.3300624]",-122.3300624,47.6038321
25105,"[-73.40766, 41.11366]",-73.40766,41.11366
25106,"[35.2270869, -80.8431268]",-80.8431268,35.2270869
25109,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
25110,"[40.125222, -87.6304614]",-87.6304614,40.125222
25111,"[40.3270127, -86.1746933]",-86.1746933,40.3270127
25112,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
25113,"[43.6211955, -84.6824346]",-84.6824346,43.6211955
25114,"[41.4819932, -81.7981908]",-81.7981908,41.4819932
25115,"[42.3317642, -71.1211635]",-71.1211635,42.3317642
25116,"[53.8611703, -2.5650887919475496]",-2.5650887919475496,53.8611703
25119,"[43.6211955, -84.6824346]",-84.6824346,43.6211955
25120,"[39.9737093, -76.6863554]",-76.6863554,39.9737093
25121,"[42.3122967, -71.934172]",-71.934172,42.3122967
25122,"[48.8699476, 2.3254321]",2.3254321,48.8699476
25123,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
25126,"[54.6862452, -1.707018]",-1.707018,54.6862452
25130,"[34.1033192, -117.5751735]",-117.5751735,34.1033192
25132,"[43.400337, 10.860019]",10.860019,43.400337
25133,"[37.5726028, -85.1551411]",-85.1551411,37.5726028
