id,coordinates,longitude,latitude
492,"[43.9792797, -120.737257]",-120.737257,43.9792797
494,"[37.2275859, -115.83850929376537]",-115.83850929376537,37.2275859
495,"[20.2602939, 85.8394548]",85.8394548,20.2602939
496,"[26.8381, 80.9346001]",80.9346001,26.8381
497,"[22.3511148, 78.6677428]",78.6677428,22.3511148
499,"[-10.1632209, 123.6017755]",123.6017755,-10.1632209
503,"[43.2630051, -2.9349915]",-2.9349915,43.2630051
504,"[43.157285, -77.615214]",-77.615214,43.157285
505,"[11.369204400000001, 77.67662686841793]",77.67662686841793,11.369204400000001
508,"[39.9527237, -75.1635262]",-75.1635262,39.9527237
509,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
510,"[60.2182189, 24.8111526]",24.8111526,60.2182189
511,"[40.0757384, -74.4041622]",-74.4041622,40.0757384
514,"[7.5554942, 80.7137847]",80.7137847,7.5554942
516,"[61.4521316, 5.8572636]",5.8572636,61.4521316
517,"[27.1752554, 78.0098161]",78.0098161,27.1752554
519,"[17.4250487, 78.5354801]",78.5354801,17.4250487
520,"[44.9772995, -93.2654692]",-93.2654692,44.9772995
521,"[61.0666922, -107.9917071]",-107.9917071,61.0666922
522,"[42.461489, -92.3231652]",-92.3231652,42.461489
523,"[45.0824686, 14.1756724]",14.1756724,45.0824686
524,"[51.541289, -0.0035472]",-0.0035472,51.541289
525,"[22.3511148, 78.6677428]",78.6677428,22.3511148
526,"[54.7023545, -3.2765753]",-3.2765753,54.7023545
527,"[-41.289636, 174.7757724]",174.7757724,-41.289636
529,"[14.55779845, 121.13996077473509]",121.13996077473509,14.55779845
531,"[29.4246002, -98.4951405]",-98.4951405,29.4246002
532,"[18.9387711, 72.8353355]",72.8353355,18.9387711
533,"[36.7014631, -118.7559974]",-118.7559974,36.7014631
534,"[26.2886951, -98.3175282]",-98.3175282,26.2886951
535,"[-20.1053948, 28.5426856]",28.5426856,-20.1053948
538,"[43.9792797, -120.737257]",-120.737257,43.9792797
539,"[28.6707787, 75.0361419]",75.0361419,28.6707787
540,"[38.3396367, -122.7010984]",-122.7010984,38.3396367
542,"[41.3259134, -75.7893604]",-75.7893604,41.3259134
544,"[29.8108436, -95.1501276]",-95.1501276,29.8108436
545,"[54.7023545, -3.2765753]",-3.2765753,54.7023545
547,"[42.3315509, -83.0466403]",-83.0466403,42.3315509
548,"[35.6729639, -79.0392919]",-79.0392919,35.6729639
549,"[28.6141793, 77.2022662]",77.2022662,28.6141793
550,"[39.9527237, -75.1635262]",-75.1635262,39.9527237
553,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
554,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
555,"[7.153843350000001, -75.444040009994]",-75.444040009994,7.153843350000001
556,"[40.1378499, -79.8981035]",-79.8981035,40.1378499
557,"[29.4246002, -98.4951405]",-98.4951405,29.4246002
558,"[6.698081, -1.6230404]",-1.6230404,6.698081
559,"[13.0801721, 80.2838331]",80.2838331,13.0801721
561,"[52.6423036, -0.6632643077026672]",-0.6632643077026672,52.6423036
562,"[18.521428, 73.8544541]",73.8544541,18.521428
563,"[29.7589382, -95.3676974]",-95.3676974,29.7589382
567,"[7.153843350000001, -75.444040009994]",-75.444040009994,7.153843350000001
573,"[6.4550575, 3.3941795]",3.3941795,6.4550575
580,"[25.2856329, 51.5264162]",51.5264162,25.2856329
581,"[28.6517178, 77.2219388]",77.2219388,28.6517178
582,"[-0.2428667, -78.5099157]",-78.5099157,-0.2428667
584,"[37.642043, -7.6606447]",-7.6606447,37.642043
586,"[41.0534302, -73.5387341]",-73.5387341,41.0534302
587,"[14.8971921, 100.83273]",100.83273,14.8971921
588,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
589,"[-2.0777619, -79.9205892]",-79.9205892,-2.0777619
591,"[42.8867166, -78.8783922]",-78.8783922,42.8867166
592,"[42.6384261, 12.674297]",12.674297,42.6384261
593,"[-28.8166236, 24.991639]",24.991639,-28.8166236
595,"[40.0757384, -74.4041622]",-74.4041622,40.0757384
596,"[41.000028, 19.9999619]",19.9999619,41.000028
600,"[31.8160381, -99.5120986]",-99.5120986,31.8160381
603,"[0.94000845, 101.65561770919261]",101.65561770919261,0.94000845
604,"[27.7567667, -81.4639835]",-81.4639835,27.7567667
607,"[51.3894329, 1.3821515]",1.3821515,51.3894329
608,"[40.2253569, -82.6881395]",-82.6881395,40.2253569
611,"[5.4065013, 100.2559077]",100.2559077,5.4065013
613,"[18.4357733, -69.9699468]",-69.9699468,18.4357733
614,"[-7.6952864000000005, 110.34462923977276]",110.34462923977276,-7.6952864000000005
615,"[54.5474199, -3.5885335]",-3.5885335,54.5474199
616,"[14.8971921, 100.83273]",100.83273,14.8971921
618,"[-2.4833826, 117.8902853]",117.8902853,-2.4833826
620,"[7.153843350000001, -75.444040009994]",-75.444040009994,7.153843350000001
621,"[-41.289636, 174.7757724]",174.7757724,-41.289636
622,"[40.9699889, -77.7278831]",-77.7278831,40.9699889
624,"[51.3894329, 1.3821515]",1.3821515,51.3894329
626,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
627,"[51.5073219, -0.1276474]",-0.1276474,51.5073219
629,"[19.0624996, 72.9288123]",72.9288123,19.0624996
631,"[39.7837304, -100.4458825]",-100.4458825,39.7837304
633,"[4.5693754, 102.2656823]",102.2656823,4.5693754
634,"[17.38878595, 78.46106473453146]",78.46106473453146,17.38878595
635,"[39.9527237, -75.1635262]",-75.1635262,39.9527237
637,"[50.5144061, 2.258007849773996]",2.258007849773996,50.5144061
640,"[10.0206764, 122.97711315607921]",122.97711315607921,10.0206764
645,"[53.344122, -6.258102865157841]",-6.258102865157841,53.344122
647,"[34.2331373, -102.4107493]",-102.4107493,34.2331373
649,"[-29.861825, 31.009909]",31.009909,-29.861825
650,"[51.3894329, 1.3821515]",1.3821515,51.3894329
651,"[40.7127281, -74.0060152]",-74.0060152,40.7127281
652,"[-80.83042676, 35.05738311]",-80.83042676,35.05738311
653,"[28.739251, -81.867991]",-81.867991,28.739251
655,"[18.9387711, 72.8353355]",72.8353355,18.9387711
657,"[26.8105777, 73.7684549]",73.7684549,26.8105777
658,"[-8.3304977, 115.0906401]",115.0906401,-8.3304977
659,"[51.3894329, 1.3821515]",1.3821515,51.3894329
660,"[40.6501038, -73.9495823]",-73.9495823,40.6501038
661,"[39.4623305, -76.2791236]",-76.2791236,39.4623305
663,"[13.0801721, 80.2838331]",80.2838331,13.0801721
664,"[11.6612012, 78.1602498]",78.1602498,11.6612012
665,"[22.3511148, 78.6677428]",78.6677428,22.3511148
666,"[-41.33581665, -72.99258903620245]",-72.99258903620245,-41.33581665
667,"[43.4603175, 143.33071579283663]",143.33071579283663,43.4603175
669,"[47.9027336, 1.9086066]",1.9086066,47.9027336
670,"[29.7589382, -95.3676974]",-95.3676974,29.7589382
671,"[45.036854649999995, 9.137825082826026]",9.137825082826026,45.036854649999995
674,"[52.4967692, -2.1661721]",-2.1661721,52.4967692
676,"[49.07507045, 2.209811443668384]",2.209811443668384,49.07507045
677,"[22.41540825, 72.03149703699282]",72.03149703699282,22.41540825
678,"[7.0859128, 125.617117]",125.617117,7.0859128
680,"[12.7503486, 122.7312101]",122.7312101,12.7503486
683,"[56.7861112, -4.1140518]",-4.1140518,56.7861112
684,"[44.5438564, 83.576099]",83.576099,44.5438564
685,"[8.559559, -81.1308434]",-81.1308434,8.559559
686,"[-2.4833826, 117.8902853]",117.8902853,-2.4833826
687,"[22.3307998, 91.8412863]",91.8412863,22.3307998
689,"[-84.5587, 38.2098]",-84.5587,38.2098
690,"[28.6141793, 77.2022662]",77.2022662,28.6141793
691,"[44.8489423, -75.0807625]",-75.0807625,44.8489423
693,"[55.760176, -4.179078]",-4.179078,55.760176
695,"[45.4371908, 12.3345898]",12.3345898,45.4371908
698,"[22.3511148, 78.6677428]",78.6677428,22.3511148
700,"[40.0757384, -74.4041622]",-74.4041622,40.0757384
703,"[47.9027336, 1.9086066]",1.9086066,47.9027336
704,"[45.022172, 4.3221548]",4.3221548,45.022172
705,"[56.1883108, -3.9640877]",-3.9640877,56.1883108
706,"[-2.4833826, 117.8902853]",117.8902853,-2.4833826
708,"[47.4768545, 8.0517531]",8.0517531,47.4768545
709,"[-2.30103, 53.58972]",-2.30103,53.58972
710,"[24.578721, 73.6862571]",73.6862571,24.578721
711,"[35.7316726, 139.9043843]",139.9043843,35.7316726
714,"[40.7944504, -77.8616386]",-77.8616386,40.7944504
720,"[18.03908515, 121.77993240452687]",121.77993240452687,18.03908515
721,"[-34.9964963, -64.9672817]",-64.9672817,-34.9964963
723,"[35.2225717, -97.4394816]",-97.4394816,35.2225717
725,"[16.3131877, 121.1297478]",121.1297478,16.3131877
726,"[41.6500201, -72.7342163]",-72.7342163,41.6500201
727,"[50.7711984, 6.1824957]",6.1824957,50.7711984
729,"[12.7503486, 122.7312101]",122.7312101,12.7503486
730,"[27.1752554, 78.0098161]",78.0098161,27.1752554
731,"[40.5887558, -75.564283]",-75.564283,40.5887558
732,"[46.9599823, 22.0541733]",22.0541733,46.9599823
733,"[42.6384261, 12.674297]",12.674297,42.6384261
