_id~owner_followers~followees~comments~likes~caption~caption_mentions~caption_hashtags~tagged_users~location~_location~video_view_count~is_video~owner_private~owner_viewable_story~owner_verified~total_posts~videos_count_all~photos_count_all~all_photos_avg_likes~all_photos_stdev_likes~all_photos_avg_comments~all_photos_stdev_comments~all_videos_avg_likes~all_videos_stdev_likes~all_videos_avg_comments~all_videos_stdev_comments~all_videos_avg_views~all_videos_stdev_views~top_30_percent_total_posts~videos_count_top_30_percent~photos_count_top_30_percent~photos_top_30_percent_avg_likes~photos_top_30_percent_stdev_likes~photos_top_30_percent_avg_comments~photos_top_30_percent_stdev_comments~videos_top_30_percent_avg_likes~videos_top_30_percent_stdev_likes~videos_top_30_percent_avg_comments~videos_top_30_percent_stdev_comments~videos_top_30_percent_avg_views~videos_top_30_percent_stdev_views~photos_top_30_percent_avg_fan_engagement~videos_top_30_percent_avg_fan_engagement~owner_igtvcount~date~date_local~date_utc~owner_id~owner_username
5eac29a5626d2d43e14596f2~654~5119~0~32~#athens #Athens #greece🇬🇷 #Greece #instaphotography #instaphoto #spring #instapic #photography #photos #happy #newyork #ny #usa #smile #smiling #instaphotoshoot #instame #2020 #happy #instagood #picoftheday #besafe #photooftheday #april #stayhome #staysafe #quarantine~[]~['athens', 'athens', 'greece', 'greece', 'instaphotography', 'instaphoto', 'spring', 'instapic', 'photography', 'photos', 'happy', 'newyork', 'ny', 'usa', 'smile', 'smiling', 'instaphotoshoot', 'instame', '2020', 'happy', 'instagood', 'picoftheday', 'besafe', 'photooftheday', 'april', 'stayhome', 'staysafe', 'quarantine']~[]~None~None~0~False~False~False~False~1970~0~1970~26.413705583756347~21.8928612933246~0.6213197969543147~1.3023805943159321~0.0~0.0~0.0~0.0~0.0~0.0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-04-26 15:49:10~2020-04-26 18:49:10~2020-04-26 15:49:10~3258283890~ch.giama
5eac29e1626d2d43e14596f3~147~263~0~32~"Bon Apetit! 😊

I am fine with staying at home. Only thing I miss is travelling, my friends and my family. I am staying positive, nothing lasts forever. 😷
.
.
.
#stayhome #stayhealthy #quarantinelife #quarantine #staypositive #italy🇮🇹 #italia #capri #italianfood #pizza #healthyfood #sarcasm #holiday #vacation #vacationmode #travel #travelgram #traveling #timetravel  #nomakeup #messyhairdontcare #messyhair #lifestyle #brunette #homemade #dress #fashion #style"~[]~['stayhome', 'stayhealthy', 'quarantinelife', 'quarantine', 'staypositive', 'italy', 'italia', 'capri', 'italianfood', 'pizza', 'healthyfood', 'sarcasm', 'holiday', 'vacation', 'vacationmode', 'travel', 'travelgram', 'traveling', 'timetravel', 'nomakeup', 'messyhairdontcare', 'messyhair', 'lifestyle', 'brunette', 'homemade', 'dress', 'fashion', 'style']~[]~None~None~0~False~False~False~False~64~1~63~29.96825396825397~12.017141532085189~1.492063492063492~1.8505513195923393~13.0~0.0~0.0~0.0~51.0~0.0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-03-28 11:49:19~2020-03-28 13:49:19~2020-03-28 11:49:19~1909792462~scarlettarpasova
5eac2a12626d2d43e14596f4~580~849~1~15~"Waste of time RMX💨🔥🔥 Produced by KYU dawg (close your eyes and MEDITATE🤫) .
.
.
#marijuana #2020 #newyear  #virus #rasta #life #future #toronto #drake #music #blackman #boredinthehouse #marijuana #ganja #the6ix #reggaemusic #power #newyorkhiphop #rocnation #quarantine #torontomusic #worldstarhiphop #hiphop  #life #upnext #nurses #healthylifestyle  #bestsong  #musicvideo #hiphopcanada"~[]~['marijuana', '2020', 'newyear', 'virus', 'rasta', 'life', 'future', 'toronto', 'drake', 'music', 'blackman', 'boredinthehouse', 'marijuana', 'ganja', 'the6ix', 'reggaemusic', 'power', 'newyorkhiphop', 'rocnation', 'quarantine', 'torontomusic', 'worldstarhiphop', 'hiphop', 'life', 'upnext', 'nurses', 'healthylifestyle', 'bestsong', 'musicvideo', 'hiphopcanada']~['hiphop.ca', '6ixbuzztv']~None~None~0~False~False~True~False~56~22~34~23.676470588235293~8.358583429925032~2.2941176470588234~3.5023472109656932~52.22727272727273~30.734836347201465~4.136363636363637~3.4810585451901437~169.36363636363637~59.45093122181095~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~6~2020-01-14 02:53:27~2020-01-14 04:53:27~2020-01-14 02:53:27~1166976921~smokesignalz_ent
5eac38a6c0a76efd7a48ce0d~224~55~0~4~"Original and exclusive printed t-shirts. Original Designs, 100% cotton. We have unique t-shirts and products with custom printing. • 100% combed and ring-spun cotton
• Fabric weight: 4.2 oz (142 g / m2)
• Preshrunk fabric
• shoulder to shoulder strap

#tshirt #quarantine #pandemic #shirt #covid #birtdaygift #tshirtgift #shoppingonline #etsy #unisex #style #clothing #summer #summertshirt #self #quarantineguide #medical #stayhome #sleep #drink #smoke #repeat #washyourhands #coveryourmouth #takeyourtemperature #white #blue #grey #black"~[]~['tshirt', 'quarantine', 'pandemic', 'shirt', 'covid', 'birtdaygift', 'tshirtgift', 'shoppingonline', 'etsy', 'unisex', 'style', 'clothing', 'summer', 'summertshirt', 'self', 'quarantineguide', 'medical', 'stayhome', 'sleep', 'drink', 'smoke', 'repeat', 'washyourhands', 'coveryourmouth', 'takeyourtemperature', 'white', 'blue', 'grey', 'black']~[]~None~None~0~False~False~True~False~66~0~66~3.1515151515151514~1.9789990142128115~0.24242424242424243~0.6527472493496368~0.0~0.0~0.0~0.0~0.0~0.0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-04-12 15:50:37~2020-04-12 18:50:37~2020-04-12 15:50:37~46769048~cct_express
5eac38d3c0a76efd7a48ce0e~558~182~15~125~"A shelf with carbords.....
#art #artwork #artist #quarantinelife #quarantine"~[]~['art', 'artwork', 'artist', 'quarantinelife', 'quarantine']~[]~None~None~0~False~False~True~False~23~3~20~121.2~29.635451742802914~19.3~17.21075245304516~122.33333333333333~15.520595635763755~19.666666666666668~11.953614051360738~473.6666666666667~155.71840681891857~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-04-09 07:19:15~2020-04-09 10:19:15~2020-04-09 07:19:15~11302834927~_jismi_jizz_
5eac3910c0a76efd7a48ce0f~645~451~0~12~It's time to.....🍬🍊🍋🌏 🍬 🍊 🍋 🍬 🍊 🍋 🍋#makeup #makewithlove #makeupbyme #cutcrease #inlove #mya #mywork #happy #candy #limon #orange #new #quarantine #covıd19 #idkhow #bulgaria~[]~['makeup', 'makewithlove', 'makeupbyme', 'cutcrease', 'inlove', 'mya', 'mywork', 'happy', 'candy', 'limon', 'orange', 'new', 'quarantine', 'covıd19', 'idkhow', 'bulgaria']~['natalia.hristova.nails']~None~None~0~False~False~False~False~49~0~49~100.46938775510205~25.293462929620667~4.510204081632653~3.742325202001339~0.0~0.0~0.0~0.0~0.0~0.0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:35~2020-05-01 17:51:35~2020-05-01 14:51:35~2210061801~hristova_viktoria
5eac3a0fc0a76efd7a48ce11~740~623~0~5~#welcome #may #spring #day #quarantine #home #me~[]~['welcome', 'may', 'spring', 'day', 'quarantine', 'home', 'me']~[]~None~None~0~False~False~True~False~861~41~820~29.004878048780487~18.71428241874485~1.145121951219512~2.543698691651271~18.70731707317073~14.712271139093254~0.8048780487804879~1.9781675703406456~72.65853658536585~53.81431931848694~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:33~2020-05-01 17:51:33~2020-05-01 14:51:33~619565870~fede_costa7
5eac3a49c0a76efd7a48ce12~48~44~0~2~#poorgrammar #poetry #poetrycommunity #lonely #depression #bipolar #writer #writing #poem #poems #dark #darkart #abyss #typos #words #writersofinstagram  #bleeding #love #alone  #wordporn #poetryporn #poetryisnotdead #california #quarantine #isolation #thoughts #dangerous #2020~[]~['poorgrammar', 'poetry', 'poetrycommunity', 'lonely', 'depression', 'bipolar', 'writer', 'writing', 'poem', 'poems', 'dark', 'darkart', 'abyss', 'typos', 'words', 'writersofinstagram', 'bleeding', 'love', 'alone', 'wordporn', 'poetryporn', 'poetryisnotdead', 'california', 'quarantine', 'isolation', 'thoughts', 'dangerous', '2020']~[]~None~None~0~False~False~True~False~86~0~86~7.27906976744186~4.00769945837021~0.26744186046511625~0.6180317332985261~0.0~0.0~0.0~0.0~0.0~0.0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:33~2020-05-01 17:51:33~2020-05-01 14:51:33~30805368485~lexi.mac.writes
5eac3b61c0a76efd7a48ce13~24139~1980~0~3~"Not a makeup person at all but this quarantine made me do such things too
And yes I created this look it wasn’t planned just it was going on and on .... nothing inspiring 💄🆒
.
.
#makeuplooks #makeupaddict #quarantineandchill #quarantine #drugstoremakeup #beautybloggers #indianmakeupartist #indoremakeupartist #mumbaimakeupartist #delhimakeupartist #dubaimakeupartist #londonmakeupartist #beautyhacks #editorial #fashionblogger #styleblogger #retrostyle #retromakeuplook #ootdfashion #ootd #trendingnow #instamood #igaddict #staybeautiful💋"~[]~['makeuplooks', 'makeupaddict', 'quarantineandchill', 'quarantine', 'drugstoremakeup', 'beautybloggers', 'indianmakeupartist', 'indoremakeupartist', 'mumbaimakeupartist', 'delhimakeupartist', 'dubaimakeupartist', 'londonmakeupartist', 'beautyhacks', 'editorial', 'fashionblogger', 'styleblogger', 'retrostyle', 'retromakeuplook', 'ootdfashion', 'ootd', 'trendingnow', 'instamood', 'igaddict', 'staybeautiful']~[]~None~None~0~False~False~True~False~1076~29~1047~404.0764087870105~1273.6365483131153~4.557784145176695~7.6048703830314865~112.58620689655173~151.78740060414796~4.0~6.368023566062789~710.3103448275862~1039.8700881541945~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~12~2020-05-01 14:51:33~2020-05-01 17:51:33~2020-05-01 14:51:33~4079350242~stylesecretsbyjineesha
5eac3be7c0a76efd7a48ce14~1016~1417~0~3~"Almost time for wine! I got through my supermarket trip earlier..just.  I decided rather than walking to our local one as I have done for 6 weeks, I would take my car to a bigger one to have more choice and be able to get more but it was awful. It was pretty quick to get in but once I was inside, it was way too busy which made it impossible to keep apart from the supermarket staff let alone the other people. I actually felt very anxious to be around so many people and I spent a fortune. I won't be doing that again but at least we will be very well stocked for a while. I even treated myself to these flowers. 
This afternoon I managed to move the ladders on the bunk beds by myself (with actual tools and stuff) so the room is finally finished. The Star Wars sheets arrived too so they have been washed and tumbled, ready for using tonight. The sheets are pretty bright and not very insta friendly but my boys really love them and that is the important thing. This afternoon we are hunkered down watching a film. It has been a long week but happy that we are all happy, safe and well. I hope you are too?

#periodhomesofinsta #riponhouselife #oldtownliving #victorianhouselife #victorianhome #periodproperty #realperiodhome #periodstyle #periodliving #flowers #quarantine #weekend"~[]~['periodhomesofinsta', 'riponhouselife', 'oldtownliving', 'victorianhouselife', 'victorianhome', 'periodproperty', 'realperiodhome', 'periodstyle', 'periodliving', 'flowers', 'quarantine', 'weekend']~[]~None~None~0~False~False~True~False~454~0~454~28.51762114537445~9.507400205010374~1.7378854625550662~2.205224258649001~0.0~0.0~0.0~0.0~0.0~0.0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:33~2020-05-01 17:51:33~2020-05-01 14:51:33~13025719721~ripon.house1887
5eac3c1fc0a76efd7a48ce15~180~326~0~1~Stop it. Put her down. What are you doing? Brother. Put. Her. Down. #shipoosofinstagram #cute #cutedogs #dogsofinstagram #instadog #omgcute #corona #covid_19 #covid19 #staysafe #quarantine #dontpanic #covid2020 #illness #prevention #covidwisconsin #hammock #hammocklife #hammockdog~[]~['shipoosofinstagram', 'cute', 'cutedogs', 'dogsofinstagram', 'instadog', 'omgcute', 'corona', 'covid_19', 'covid19', 'staysafe', 'quarantine', 'dontpanic', 'covid2020', 'illness', 'prevention', 'covidwisconsin', 'hammock', 'hammocklife', 'hammockdog']~['nolifegang99', 'teresaaaa3', 'shadyoaks122']~None~None~3~True~False~False~False~27~5~22~27.727272727272727~5.206480386645946~1.1818181818181819~1.3696835612108513~18.2~10.476640682967036~1.8~0.9797958971132712~46.4~23.610167301397926~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:33~2020-05-01 17:51:33~2020-05-01 14:51:33~29050180900~kaneskandids
5eac3cc8c0a76efd7a48ce17~1336~6653~0~2~"Cacelled!! Now you know why ""Max hates Corona"" want to see more?

https://www.youtube.com/watch?v=uG-6dD6_Gg8

#corona #socialdistancing #socialdistance #distance #150cm #virus #virusvideo #joke #satire #fun #stayathome #stayhome #quarantine #quarantäne #instagood #instagram #videos #video #movie #movies #spaß #isolation #actor #actors #actorslife #cologne #Köln #koeln #now #toiletpaper"~[]~['corona', 'socialdistancing', 'socialdistance', 'distance', '150cm', 'virus', 'virusvideo', 'joke', 'satire', 'fun', 'stayathome', 'stayhome', 'quarantine', 'quarantäne', 'instagood', 'instagram', 'videos', 'video', 'movie', 'movies', 'spaß', 'isolation', 'actor', 'actors', 'actorslife', 'cologne', 'köln', 'koeln', 'now', 'toiletpaper']~['redcapmax']~None~None~0~False~False~True~False~390~38~352~104.23295454545455~40.113082261818136~2.965909090909091~2.6891992033636893~19.63157894736842~4.7207328413665595~0.8157894736842105~1.4115177191477775~79.13157894736842~23.849496356407478~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:32~2020-05-01 17:51:32~2020-05-01 14:51:32~3023569563~hageokoeln
5eac3da5c0a76efd7a48ce1a~831~261~0~7~"New_look 😜
Quarantine spl
😆
.
. .
.
.
.
.
.
#newlook #hair #style #quarantine #spl #caronavirus #venkatesh_yemineni #mindblock #bgm #maheshbabu #sir"~[]~['newlook', 'hair', 'style', 'quarantine', 'spl', 'caronavirus', 'venkatesh_yemineni', 'mindblock', 'bgm', 'maheshbabu', 'sir']~['venkatesh._yemineni_']~None~None~9~True~False~False~False~391~94~297~68.25252525252525~48.93251246820852~1.4781144781144782~3.320230684507113~69.98936170212765~55.40997964512734~2.8617021276595747~4.033374237664948~390.3723404255319~1839.3044880227092~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~1~2020-05-01 14:51:32~2020-05-01 17:51:32~2020-05-01 14:51:32~4473541103~venkatesh._yemineni_
5eac3de0c0a76efd7a48ce1b~59~47~0~3~"Mom thinks she so cool and shit.
Well guess what... (swipe swipe 👉) SHES NOT, WE ARE! ehehe 😼
#3cool5u#2cool4u#we#cool#u#not#ferret#cat#ferrets#cats#ferretnation#ferretlife#catlife#ferretworld#catlady#stayhome#quarantine"~[]~['3cool5u', '2cool4u', 'we', 'cool', 'u', 'not', 'ferret', 'cat', 'ferrets', 'cats', 'ferretnation', 'ferretlife', 'catlife', 'ferretworld', 'catlady', 'stayhome', 'quarantine']~[]~None~None~0~False~False~False~False~82~6~76~18.263157894736842~11.418323709874857~0.23684210526315788~0.5819301154604205~13.666666666666666~3.34995854037363~0.3333333333333333~0.74535599249993~28.0~5.802298395176403~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:31~2020-05-01 17:51:31~2020-05-01 14:51:31~21543548622~dooksnpurrs
5eac3e55c0a76efd7a48ce1c~1265~573~0~6~"But too often people believe the opposite. They believe in (or have experienced) a love that is conditional.

This is what i am experiencing from past few years. Parents are expecting so much from their children. In this fake and socially accepted world, parents usually say : .
•”I will love you if you make me feel like I’m a good parent.”
•”I will love you if you get good grades.”
•”I will love you if you look a certain way.”
.
This conditional love speaks more about the person giving it than the person it’s directed to. Love isn’t a merit system where only the super star students deserve the reward. Love is love is love.
.
.
.
.
.
.
.
.
.
#childpsychology #childpsychologist #psychatrist #psychologyfacts #thoughts #quarantine #randomthoughts #adhdproblems #parenting #parentingtips #thoughtoftheday #mentalhealthawareness #mentalhealthmatters #mentalhealth #positivequotes"~[]~['childpsychology', 'childpsychologist', 'psychatrist', 'psychologyfacts', 'thoughts', 'quarantine', 'randomthoughts', 'adhdproblems', 'parenting', 'parentingtips', 'thoughtoftheday', 'mentalhealthawareness', 'mentalhealthmatters', 'mentalhealth', 'positivequotes']~[]~None~None~0~False~False~False~False~359~20~339~89.85545722713864~76.90218890908913~2.9557522123893807~5.31384796417708~72.6~37.07478927789071~6.65~6.835751604615253~192.75~119.28280471216294~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:31~2020-05-01 17:51:31~2020-05-01 14:51:31~1076012284~vipulvithal
5eac3e84c0a76efd7a48ce1d~25~209~0~0~Virat Kohli celebrating birthday of his better half 💕💕@virat.kohli @anushkasharma #viratkohli #anushkasharma #quarantine #bollywood #extroverttv~['virat.kohli', 'anushkasharma']~['viratkohli', 'anushkasharma', 'quarantine', 'bollywood', 'extroverttv']~['anushkasharma', 'virat.kohli']~None~None~0~False~False~True~False~24~0~24~1.0833333333333333~1.1516895800904379~0.0~0.0~0.0~0.0~0.0~0.0~0.0~0.0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~0~2020-05-01 14:51:31~2020-05-01 17:51:31~2020-05-01 14:51:31~33981468651~extrovert.tv
5eac3efbc0a76efd7a48ce1e~3573~10~17~371~"Today it is officially 40 days that I am in quarantine 😩
I remember I didn't have a beard 🤔
.
.
.
.
.
