bigram,freq
"('look', 'watch')",3
"('conotinues', 'preference')",3
"('iran', 'days')",3
"('days', 'mood')",3
"('hu', 'emotion')",3
"('amp', 'nyc')",3
"('pyjamas', 'night')",3
"('night', 'pyjamas')",3
"('ishige', 'shows')",3
"('favorite', 'home')",3
"('celebration', 'preference')",3
"('home', 'workouts')",3
"('put', 'togeth')",3
"('cats', 'kittens')",3
"('last', 'day')",3
"('final', 'fanotasy')",3
"('stay', 'calm')",3
"('unhappy', 'cigarettes')",3
"('happy', 'cigarettes')",3
"('home', 'stuck')",3
"('everyone', 'things')",3
"('truth', 'dare')",3
"('join', 'cause')",3
"('schengen', 'uk')",3
"('water', 'bottle')",3
"('angry', 'hu')",3
"('number', 'people')",3
"('everyone', 'home')",3
"('preference', 'pretty')",3
"('bad', 'hair')",3
"('backwards', 'shares')",3
"('physical', 'health')",3
"('extra', 'tv')",3
"('jackline', 'tag')",3
"('time', 'wanot')",3
"('wanot', 'binge')",3
"('covid', 'coronavirus')",3
"('time', 'kids')",3
"('sabanaqvi', 'ibn')",3
"('change', 'day')",3
"('small', 'gestures')",3
"('eat', 'sleep')",3
"('skinny ', 'im')",3
"('im', 'music')",3
"('music', 'producer')",3
"('craft', 'years')",3
"('years', 'anyways')",3
"('beat', 'heard')",3
"('nurse', 'year')",3
"('clip', 'nurse')",3
"('video', 'clip')",3
"('life', 'jungkook')",3
"('money', 'money')",3
"('experience', 'quar')",3
"('attenotion', 'le')",3
"('stage', 'preference')",3
"('check', 'awesome')",3
"('everyone', 'stuck')",3
"('time', 'covid')",3
"('preference', 'cluck ')",3
"('mother', 'emb')",3
"('hindu', 'video')",3
"('nurses', 'doctors')",3
"('great', 'gift')",3
"('hea', 'lit')",3
"('lit', 'neighborhood')",3
"('history', 'ladies')",3
"('amp', 'anxiety')",3
"('hot', 'sauce')",3
"('end', 'day')",3
"('preference', 'baking')",3
"('best', 'teams')",3
"('film', 'preference')",3
"('reality', 'preference')",3
"('photo', 'day')",3
"('mikea', 'mainotaining')",3
"('hope', 'prove')",3
"('big', 'hea')",3
"('terrace', 'simulate')",3
"('stayed', 'terrace')",3
"('possible', 'stayed')",3
"('teams', 'history')",3
"('much', 'hu')",3
"('emotion', 'win')",3
"('sexy', 'spend')",3
"('access', 'types')",3
"('amp', 'access')",3
"('good', 'larrupin')",3
"('curfew', 'breakers')",3
"('preference', 'kn ')",3
"('stop', 'spread')",3
"('india', 'cops')",3
"('advanotage', 'lockdown')",3
"('house', 'quaranotine')",3
"('pick', 'mansion')",3
"('bill', 'gates')",3
"('first', 'thing')",3
"('st', 'patrick')",3
"('kitchen', 'quaranotine')",3
"('domestic', 'violence')",3
"('week', 'today')",3
"('good', 'vibe')",3
"('vibe', 'ale')",3
"('listen', 'trump')",3
"('world', 'war')",3
"('delicious', 'food')",3
"('physical', 'amp')",3
"('gary', 'panel')",3
"('panel', 'discuss')",3
"('discuss', 'challenges')",3
"('menotal', 'grave')",3
"('words', 'wisdom')",3
"('grave', 'concerns')",3
"('concerns', 'sma')",3
"('elemenotary', 'school')",3
"('sma', 'way')",3
"('amp', 'jungkook')",3
"('chose', 'pick')",3
"('peak', 'weeks')",3
"('effos', 'stop')",3
"('tonight', 'check')",3
"('quaranoteened', 'leadership')",3
"('leadership', 'series')",3
"('series', 'week')",3
"('movie', 'suggestions')",3
"('week', 'gary')",3
"('patrick', 'day')",3
"('news', 'books')",3
"('unotil', 'april')",3
"('kept', 'isolation')",3
"('preference', 'weeks')",3
"('quaranotine', 'think')",3
"('ftm', 'activity')",3
"('location', 'data')",3
"('many', 'amp')",3
"('open', 'pickup')",3
"('isolation', 'cenoters')",3
"('period', 'lol')",3
"('yo', 'jungkook')",3
"('sta', 'day')",3
"('check', 'video')",3
"('better', 'preference')",3
"('late', 'boun')",3
"('little', 'taste')",3
"('diet', 'plan')",3
"('threw', 'diet')",3
"('confession', 'time')",3
"('gh', 'confession')",3
"('instagram', 'update')",3
"('initial', 'order')",3
"('wonderful', 'news')",3
"('quaranotine', 'things')",3
"('people', 'preference')",3
"('world', 'pass')",3
"('rhode', 'island')",3
"('social', 'isolation')",3
"('preference', 'create')",3
"('quaranotine', 'sho')",3
"('quaranotine', 'bae')",3
"('extra', 'time')",3
"('pandemic', 'response')",3
"('time', 'play')",3
"('next', 'monoths')",3
"('good', 'dick')",3
"('toronoto', 'ryerson')",3
"('pm', 'pm')",3
"('good', 'man')",3
"('today', 'kids')",3
"('call', 'order')",3
"('coronavirus', 'vaccine')",3
"('fear', 'become')",3
"('become', 'add')",3
"('order', 'day')",3
"('new', 'stuff')",3
"('order', 'begins')",3
"('quaranotine', 'monoths')",3
"('begins', 'production')",3
"('order', 'order')",3
"('aquariums', 'experience')",3
"('circuses', 'aquariums')",3
"('animals', 'circuses')",3
"('impoanot', 'understand')",3
"('catch', 'reading')",3
"('sho', 'stories')",3
"('delicious', 'check')",3
"('bani', 'preference')",3
"('share', 'quaranotine')",3
"('watercolour', 'painoting')",3
"('swan', 'bird')",3
"('work', 'preference')",3
"('leisure', 'time')",3
"('preference', 'spend')",3
"('forever', 'animals')",3
"('quaranotine', 'lockdown')",3
"('lunatic', 'adrenochrome')",3
"('workouts', 'home')",3
"('stock', 'ninotendo')",3
"('ninotendo', 'switch')",3
"('check', 'insta')",3
"('work', 'stay')",3
"('slept', 'hours')",3
"('daily', 'updates')",3
"('new', 'vlog')",3
"('days', 'monoths')",3
"('bird', 'stay')",3
"('girl', 'friends')",3
"('kitni', 'girl')",3
"('mai', 'kitni')",3
"('hello', 'quaranotine')",3
"('ready', 'hours')",3
"('facility', 'ready')",3
"('bed', 'facility')",3
"('viual', 'hug')",3
"('love', 'paner')",3
"('dance', 'time')",3
"('wot', 'premiere')",3
"(' pm', ' st')",3
"('preference', 'work')",3
"('lockdown', 'mai')",3
"('th', 'day')",3
"('chouhan', 'bataow')",3
"('conquer', 'world')",3
"('shoes', 'conquer')",3
"('pair', 'shoes')",3
"('girl', 'right')",3
"('paulus', 'clock')",3
"('quaranotine', 'mean')",3
"('adrenochrome', 'hell')",3
"('live', 'ig')",3
"('vote', 'joe')",3
"('april', 'showers')",3
"('questioned', 'police')",3
"('police', 'day')",3
"('bring', 'mick')",3
"('mick', 'flowers')",3
"('natalie', 'enoteains')",3
"('anything', 'wait')",3
"('favourite', 'places')",3
"('holy', 'land')",3
"('rainy', 'day')",3
"('token', 'preference')",3
"('wild', 'side')",3
"('bihday', 'surprises')",3
"('nowadays', 'bihday')",3
"('preference', 'lockdown')",3
"('let', 'conotinue')",3
"('home', 'coronavirus')",3
"('april', 'heating')",3
"('friends', 'jungkook')",3
"('uh', 'oh')",3
"('case', 'anyone')",3
"('thursday', 'case')",3
"('space', 'hope')",3
"('pickup', 'delivery')",3
"('pray', 'home')",3
"('congratulations', 'winners')",3
"('easter', 'weekend')",3
"('hell', 'drug')",3
"('safer', 'kan')",3
"('friend', 'dalia')",3
"('good', 'sense')",3
"('friends', 'family')",3
"('special', 'harder')",3
"('sense', 'humor')",3
"('breakdown', 'sc')",3
"('acronymns', 'yes')",3
"('amp', 'acronymns')",3
"('ot', 'chi')",3
"('national', 'level')",3
"('bank', 'holiday')",3
"('angry', 'non')",3
"('disabled', 'folks')",3
"('chydymah', 'family')",3
"('week', 'begins')",3
"('indie', 'grind')",3
"('top', 'books')",3
"('lanez', 'quaranotine')",3
"('good', 'documenotary')",3
"('documenotary', 'watch')",3
"('deep', 'inoto')",3
"('inoto', 'mind')",3
"('story', 'day')",3
"('quaranotine', 'ends')",3
"('people', 'lives')",3
"('huff', 'wanot')",3
"('forget', 'radio')",3
"('full', 'song')",3
"('quaranotine', 'send')",3
"('preference', 'dm')",3
"('quaranotine', 'money')",3
"('week', 'forget')",3
"('amp', 'sound')",3
"('guide', 'help')",3
"('sight', 'amp')",3
"('please', 'watch')",3
"('walls', 'home')",3
"('video', 'link')",3
"('latest', 'video')",3
"('california', 'preference')",3
"('pa', 'stay')",3
"('good', 'care')",3
"('books', 'sisters')",3
"('quaranotine', 'let')",3
"('help', 'stress')",3
"('wanot', 'help')",3
"('great', 'books')",3
"('mine', 'trea')",3
"('look', 'window')",3
"('quaranotine', 'companion')",3
"('read', 'multi')",3
"('multi', 'genre')",3
"('cutecutmo', 'days')",3
"('week', 'cutecutmo')",3
"('fight', 'corona')",3
"('pink', 'moon')",3
"('best', 'inoterviews')",3
"('home', 'find')",3
"('commenots', 'section')",3
"('office', 'inoterviews')",3
"('think', 'heathrob')",3
"('end', 'world')",3
"('big', 'deal')",3
"('indoorz', 'ep')",3
"('word', 'thank')",3
"('best', 'word')",3
"('national', 'orchestra')",3
"('game', 'admin')",3
"('yesterday', 'game')",3
"('thanks', 'yesterday')",3
"('preference', 'thanks')",3
"('next', 'monday')",3
"('wenot', 'advanotage')",3
"('boost', 'immune')",3
"('bore', 'home')",3
"('home', 'inoteresting')",3
"('inoteresting', 'crossword')",3
"('crossword', 'solve')",3
"('solve', 'answer')",3
"('home', 'thanks')",3
"('tom', 'allen')",3
"('allen', 'treasure')",3
"('treasure', 'hunot')",3
"('hunot', 'smackdown')",3
"('celebrate', 'fave')",3
"('fave', 'tv')",3
"('hospital', 'bore')",3
"('week', 'week')",3
"('home', 'original')",3
"('cashback', 'perfect')",3
"('release', 'preference')",3
"('solid', 'trick')",3
"('word', 'preference')",3
"('line', 'course')",3
"('direct', 'line')",3
"('ask', 'direct')",3
"('gt', 'preference')",3
"('male', 'models')",3
"('hair', 'time')",3
"('menoteri', 'besar')",3
"('accounot', 'glad')",3
"('besar', 'azlan')",3
"('azlan', 'man')",3
"('tonight', 'pm')",3
"('nation', 'tonight')",3
"('week', 'favorites')",3
"('harry', 'potter')",3
"('night', 'preference')",3
"('hit', ' k')",3
"('thing', 'ceain')",3
"('soak', 'sun')",3
"('easy', 'preference')",3
"('read', 'let')",3
"('glad', 'papi')",3
"('check', 'accounot')",3
"('lockdown', 'day')",3
"('isolation', 'miss')",3
"('weeks', 'self')",3
"('today', 'weeks')",3
"('home', 'look')",3
"('communist', 'china')",3
"('police', 'communist')",3
"('way', 'stay')",3
"('top', 'favorite')",3
"(' pm', 'bst')",3
"('read', 'preference')",3
"('miss', 'home')",3
"('home', 'apa')",3
"('conotenot', 'guys')",3
"('uncensored', 'conotenot')",3
"('state', 'remains')",3
"('green', 'zone')",3
"('zone', 'covid')",3
"('new', 'life')",3
"('modi', 'ji')",3
"('enjoy', 'reading')",3
"('home', 'qua')",3
"('zoom', 'quaranoteam')",3
"('paleography', 'challenge')",3
"('mind', 'focus')",3
"('fro', 'preference')",3
"('dm', 'estou')",3
"('gostava', 'gaita')",3
"('rooftops', 'momenot')",3
"('choice', 'making')",3
"('end', 'lot')",3
"('inoto', 'practice')",3
"('mom', 'enjoy')",3
"('dreams', 'rooftops')",3
"('estou', 'horny')",3
"('prysm', 'cc')",3
"('android', 'prysm')",3
"('po', 'android')",3
"('theme', 'po')",3
"('setup', 'theme')",3
"('instagram', 'accounot')",3
"('best', 'manage')",3
"('manage', 'vaccine')",3
"('quaranotine', 'times')",3
"('copy', 'today')",3
"('lot', 'ideas')",3
"('quaranoteam', 'cuz')",3
"('preference', 'girls')",3
"('dream', 'preference')",3
"('good', 'vibes')",3
"('catchy', 'af')",3
"('song', 'catchy')",3
"('stupid', 'end')",3
"('suspicious', 'song')",3
"('ay', 'donot')",3
"('looks', 'preference')",3
"('team', 'ay')",3
"('cuz', 'team')",3
"('message', 'quaranotine')",3
"('comic', 'con')",3
"('channel', 'inner')",3
"('onload', 'ale')",3
"('svg', 'onload')",3
"('lt', 'svg')",3
"('wait', 'stupid')",3
"('moon', 'tonight')",3
"('na', 'gon')",3
"('human', 'human')",3
"(' pm', 'preference')",3
"('world', 'news')",3
"('cook', 'lawson')",3
"('lawson', 'recipes')",3
"('occupy', 'time')",3
"('preference', 'number')",3
"('covid ', 'deaths')",3
"('faith', 'god')",3
"('digital', 'marketing')",3
"('crib', 'preference')",3
"('check', 'knows')",3
"('challenge', 'cook')",3
"('amp', 'chest')",3
"('sri', 'lanka')",3
"('claude', 'banks')",3
"('shlaude', 'banks')",3
"('escape', 'damn')",3
"('damn', 'pie')",3
"('pie', 'name')",3
"('knows', 'page')",3
"('boxes', 'staff')",3
"('hole', 'reminder')",3
"('week', 'lockdown')",3
"('shares', 'series')",3
"('series', 'photos')",3
"('pick', 'house')",3
"('tonight', ' pm')",3
"('lockdown', 'challenge')",3
"('home', 'titles')",3
"('usable', 'boxes')",3
"('screenshot', 'challenge')",3
"('afternoon', 'teas')",3
"('stop', 'preference')",3
"('new', 'film')",3
"('cure', 'blues')",3
"('home', 'schooling')",3
"('quaranotine', 'comedy')",3
"('goldfischer', 'daughter')",3
"('right', 'work')",3
"('guilty', 'pleasu')",3
"('author', 'panel')",3
"('viual', 'author')",3
"('day', 'jungkook')",3
"('cheap', 'verify')",3
"('verify', 'legit')",3
"('outside', 'soak')",3
"('week', 'husband')",3
"('play', 'games')",3
"('panel', 'hea')",3
"('hea', 'wisdom')",3
"('wisdom', 'tomorrow')",3
"('tomorrow', 'april')",3
"('quaranotined', 'weeks')",3
"('preference', 'learning')",3
"('shi', 'cause')",3
"('ladies', 'deserves')",3
"('spotify', 'playlist')",3
"('ta', 'hand')",3
"('concenotrate', 'work')",3
"('hey', 'check')",3
"('photos', 'ads')",3
"('stock', 'photos')",3
"('companies', 'stock')",3
"('find', 'cats')",3
"('videos', 'preference')",3
"('mama', 'quaranotine')",3
"('hand', 'creativity')",3
"('days', 'inoto')",3
"('quaranotine', 'hope')",3
"('new', 'skill')",3
"('thank', 'god')",3
"('quaranotine', 'making')",3
"('play', 'spos')",3
"('right', 'door')",3
"('extra', 'dollars')",3
"('cc', 'iconpack')",3
"('movemenot', 'sick')",3
"('job', 'preference')",3
"('live', 'day')",3
"('manpreet', 'man')",3
"('man', 'yes')",3
"('prachand', 'tabahiiii')",3
"('sale', 'today')",3
"('fall', 'empty')",3
"('raindrops', 'fall')",3
"('outside', 'raindrops')",3
"('sabrina', 'tee')",3
"('recenot', 'sabrina')",3
"('list', 'recenot')",3
"('read', 'list')",3
"('inoto', 'comics')",3
"('carol', 'baskin')",3
"('shave', 'head')",3
"('preference', 'delhi')",3
"('song', 'cute')",3
"('careful', 'preference')",3
"('faith', 'fear')",3
"('college', 'studenots')",3
"('wear', 'masks')",3
"('lennox', 'hollywood')",3
"('cases', 'world')",3
"('visualise', 'corona')",3
"('mapbox', 'visualise')",3
"('preference', 'health')",3
"('plenoty', 'read')",3
"('web', 'page')",3
"('download', 'amazon')",3
"('yo', 'face')",3
"('quaranotine', 'project')",3
"('egg', 'yo')",3
"('period', 'plenoty')",3
"('preference', 'thursday')",3
"('damp', 'eah')",3
"('hollywood', 'quaranotine')",3
"('preference', 'sleep')",3
"('store', 'link')",3
"('version', 'preference')",3
"('onnat', 'luv')",3
"('amp', 'help')",3
"('simple', 'steps')",3
"('newfoundland', 'amp')",3
"('amp', 'labrador')",3
"('fitzgerald', 'help')",3
"('day', 'anyone')",3
"('tap', 'button')",3
"('button', 'enoter')",3
"(' nd', 'day')",3
"('enoter', 'world')",3
"('time', 'spenot')",3
"('store', 'preference')",3
"('work', 'learn')",3
"('political', 'prisoner')",3
"('amazing', 'things')",3
"('prisoner', 'aset')",3
"('release', 'legitimate')",3
"('project', 'moody')",3
"('moody', 'moon')",3
"('moon', 'shots')",3
"('lol', 'preference')",3
"('mobile', 'photography')",3
"('everyone', 'today')",3
"('quaranotine', 'scenes')",3
"('podcast', 'listen')",3
"('quaranotine', 'hangout')",3
"('new', 'favorite')",3
"('songs', 'remix')",3
"('call', 'duty')",3
"('productive', 'work')",3
"('luv', 'songs')",3
"('hope', 'stay')",3
"('blow', 'play')",3
"('update', 'action')",3
"('higher', 'preference')",3
"('record', 'bonus')",3
"('everyone', 'making')",3
"('healthy', 'stay')",3
"('old', 'friend')",3
"('preference', 'sorry')",3
"('visit', 'website')",3
"('today', 'easter')",3
"('play', 'ludo')",3
"('preference', 'live')",3
"('wanot', 'eat')",3
"('best', 'life')",3
"('special', 'episode')",3
"('yeah', 'enotire')",3
"('quaranotine', 'choir')",3
"('walk', 'today')",3
"('enotire', 'dildo')",3
"('dildo', 'blow')",3
"('conotagion', 'films')",3
"('free', 'prinot')",2
"('nothing', 'lef')",2
"('lockdown', 'cooking')",2
"('mah', 'otaku')",2
"('check', 'amp')",2
"('prinot', 'play')",2
"('quaranotine', 'fashion')",2
"('peek', 'tracks')",2
"('today', 'huh')",2
"('badass', 'designer')",2
"('dark', 'chocolate')",2
"('friends', 'rocket')",2
"('latest', 'project')",2
"('video', 'version')",2
"('food', 'nothing')",2
"('songs', 'preference')",2
"('tracks', 'conotrol')",2
"('join', 'preference')",2
"('bottles', 'preference')",2
"('help', 'family')",2
"('blog', 'weeks')",2
"('door', 'visit')",2
"('cu', 'dm')",2
"('rewar', 'quaranotine')",2
"('india', 'repoed')",2
"('repoed', 'total')",2
"('number', 'cases')",2
"('virus', 'deaths')",2
"('onlyfans', 'sale')",2
"('quaranotine', 'good')",2
"('old', 'boy')",2
"('spenot', 'days')",2
"('repoed', 'today')",2
"('hey', 'challenge')",2
"('lot', 'right')",2
"('gracef', 'hey')",2
"('time', 'reach')",2
"('battle', 'game')",2
"('food', 'delivery')",2
"('band', 'yep')",2
"('preference', 'top')",2
"('tengok', 'quaranotine')",2
"('otaku', 'frnds')",2
"('cleaning', 'products')",2
"('dwarka', 'facility')",2
"('today', 'activity')",2
"('nj', 'coronavirus')",2
"('daughter', 'stay')",2
"('wit', 'preference')",2
"('reason', 'fight')",2
"('online', 'school')",2
"('life', 'reason')",2
"('join', 'followers')",2
"('followers', 'preference')",2
"('april', 'jungkook')",2
"('ate', 'food')",2
"('hear', 'damian')",2
"('glad', 'twitter')",2
"('britney', 'spears')",2
"('baby', 'skin')",2
"('slatt', 'day ')",2
"('ninjas', 'prot')",2
"('ex', 'bjp')",2
"('small', 'business')",2
"('friends', 'friends')",2
"('amp', 'movies')",2
"('fun', 'chat')",2
"('wonderful', 'hear')",2
"('work', 'days')",2
"('abide', 'life')",2
"('barlosss', 'tory')",2
"('recite', 'poetry')",2
"('instagram', 'quaranotine')",2
"('gig', 'fiverr')",2
"('check', 'gig')",2
"('plan', 'family')",2
"('principle', 'abide')",2
"('poetry', 'help')",2
"('become', 'badass')",2
"('stories', 'preference')",2
"('post', 'tell')",2
"('honest', 'post')",2
"('update', 'honest')",2
"('great', 'post')",2
"('rapid', 'review')",2
"('products', 'friends')",2
"('facility', 'fir')",2
"('bjp', 'minister')",2
"('choose', 'house')",2
"('essenotial', 'stay')",2
"('podcast', 'video')",2
"('duos', 'wan')",2
"('unohodox', 'fuller')",2
"('fuller', 'house')",2
"('arena', 'squads')",2
"('saves', 'lives')",2
"('jeff', 'bezos')",2
"('shit', 'quaranotine')",2
"('ne', 'preference')",2
"('ou', 'cu')",2
"('love', 'jungkook')",2
"('sous', 'vide')",2
"('dinner', 'tonight')",2
"('daily', 'work')",2
"('try', 'stay')",2
"('living', 'box')",2
"('love', 'date')",2
"('badass', 'perfect')",2
"('mo', 'peter')",2
"('great', 'read')",2
"('ground', 'beef')",2
"('new', 'track')",2
"('dystopian', 'novel')",2
"('searches', 'poll')",2
"('genuine', 'hea')",2
"('info', 'searches')",2
"('hea', 'god')",2
"('episode', 'amp')",2
"('counotry', 'region')",2
"('region', 'utc')",2
"('utc', 'subject')",2
"('vegan', 'wings')",2
"('perfect', 'life')",2
"('daily', 'virus')",2
"('respect', 'everyone')",2
"('newfound', 'respect')",2
"('taco', 'day')",2
"('beyonce', 'channel')",2
"('song', 'blur')",2
"('transcription', ' st')",2
"('wanot', 'work')",2
"('complete', 'transcription')",2
"('lipa', 'beyonce')",2
"('dua', 'lipa')",2
"('sunny', 'day')",2
"('morning', 'pic')",2
"('everyone', 'beast')",2
"('inner', 'badass')",2
"('preference', 'family')",2
"('cake', 'topper')",2
"('box', 'time')",2
"('days', 'home')",2
"('hide', 'seek')",2
"('day', 'people')",2
"('beast', 'castle')",2
"('series', 'images')",2
"(' st', 'page')",2
"('castle', 'guest')",2
"('documenot', 'life')",2
"('maine', 'genuine')",2
"('listen', 'song')",2
"('life', 'listen')",2
"('ass', 'horny')",2
"('family', 'family')",2
"('dick', 'ass')",2
"('eeain', 'quaranotine')",2
"('garbage', 'roads')",2
"('roads', 'misbehaves')",2
"('whole', 'life')",2
"('misbehaves', 'cops')",2
"('live', 'greetings')",2
"('edit', 'http')",2
"('demand', 'end')",2
"('stuck', 'worry')",2
"('days', 'edit')",2
"('life', 'making')",2
"('love', 'eeain')",2
"('man', 'quaranotine')",2
"('greetings', 'night')",2
"('best', 'kind')",2
"('lockdown', 'training')",2
"('tuesday', 'arena')",2
"('rise', 'rock')",2
"('son', 'collect')",2
"('correct', 'answer')",2
"('horny', 'gostava')",2
"('home', 'inoteractive')",2
"('owls', 'corona')",2
"('night', 'owls')",2
"('collect', 'garbage')",2
"('pet', 'dog')",2
"('cases', 'counotry')",2
"('idea', 'spend')",2
"('end', 'denounce')",2
"('kind', 'yall')",2
"('yall', 'subscribe')",2
"('watch', 'review')",2
"('thank', 'queen')",2
"('review', 'porn')",2
"('inoto', 'switch')",2
"('porn', 'cums')",2
"('time', 'crisis')",2
"('place', 'time')",2
"('queen', 'maine')",2
"('keehy', 'suresh')",2
"('quaranotined', 'life')",2
"('binge', 'quaranotine')",2
"('doc', 'fr')",2
"('comic', 'rotten')",2
"('suresh', 'enjoys')",2
"('page', 'doc')",2
"('right', 'let')",2
"('switch', 'ate')",2
"('good', 'hours')",2
"('hours', 'inoto')",2
"('join', 'fight')",2
"('bad', 'right')",2
"('dwight', 'yoakam')",2
"('book', 'app')",2
"('coronavirus', 'days')",2
"('preference', 'idiots')",2
"('invite', 'dog')",2
"('kept', 'sane')",2
"('pandemic', 'right')",2
"('journalist', 'non')",2
"('coronavirus', 'issues')",2
"('depression', 'anxiety')",2
"('loneliness', 'depression')",2
"('issues', 'loneliness')",2
"('free', 'thanks')",2
"('ltg', 'larry')",2
"('great', 'blessing')",2
"('larry', 'jordan')",2
"('min', 'secy')",2
"('health', 'min')",2
"('union', 'health')",2
"('india', 'union')",2
"('baby', 'throw')",2
"('quaranotine', 'experience')",2
"('maddie', 'pregnanot')",2
"('week', 'jungkook')",2
"('put', 'teddy')",2
"('teddy', 'bear')",2
"('bear', 'window')",2
"('secy', 'lav')",2
"('lav', 'agrawal')",2
"('limitless', 'lady')",2
"('jordan', 'usma')",2
"('usma', 'armor')",2
"('armor', 'officer')",2
"('post', 'things')",2
"('positive', 'person')",2
"('check', 'book')",2
"('saturday', 'morning')",2
"('house', 'looks')",2
"('neighborhood', 'kids')",2
"('home', 'let')",2
"('give', 'people')",2
"('thank', 'quaranotine')",2
"('everyone', 'jamaat')",2
"('relatable', 'song')",2
"('song', 'cover')",2
"('jamaat', 'members')",2
"('quick', 'amp')",2
"('easy', 'quick')",2
"('show', 'increase')",2
"('place', 'right')",2
"('personal', 'experience')",2
"('quaranotine', 'paner')",2
"('pass', 'safety')",2
"('difficult', 'time')",2
"('learn', 'preference')",2
"('preference', 'donot')",2
"('safety', 'coronavirus')",2
"('bae', 'preference')",2
"('quaran', 'time')",2
"('time', 'files')",2
"('reeeeady', 'lit')",2
"('lit', 'tonight')",2
"('check', 'anaheim')",2
"('anaheim', 'ig')",2
"('live', 'staing')",2
"('time', 'download')",2
"('great', 'book')",2
"('prayer', 'world')",2
"('quaranotine', 'makeup')",2
"('inspiration', 'prayer')",2
"('preference', 'cut')",2
"('wonderful', 'inspiration')",2
"('right', 'kate')",2
"('movie', 'time')",2
"('rewatch', 'lockdown')",2
"('watch', 'binge')",2
"('week', 'feel')",2
"('gold', 'preference')",2
"('trump', 'blood')",2
"('window', 'neighborhood')",2
"('meals', 'home')",2
"('food', 'family')",2
"('quaranotine', 'workout')",2
"('home', 'days')",2
"('song', 'link')",2
"('nation', 'tomorrow')",2
"('whole', 'nation')",2
"('watch', 'pm')",2
"('reaction', 'watch')",2
"('twitter', 'username')",2
"('drop', 'twitter')",2
"('work', 'week')",2
"('choose', 'photos')",2
"('gym', 'nd')",2
"('beautiful', 'galleries')",2
"('look', 'beautiful')",2
"('house', 'look')",2
"('preference', 'wonderful')",2
"('healthy', 'meals')",2
"('home', 'whenever')",2
"('preference', 'conotenot')",2
"('gulistan', 'ladakh')",2
"('ladakh', ' th')",2
"('tell', 'sheeran')",2
"('midnight', 'kids')",2
"('travel', 'places')",2
"('patie', 'preference')",2
"('trail', 'run')",2
"('monday', 'trail')",2
"('skit', 'kt')",2
"('sweaty', 'leg')",2
"('life', 'check')",2
"('leg', 'day')",2
"('namgail', 'skit')",2
"('gym', 'crazy')",2
"('julley', 'salam')",2
"('salam', 'guys')",2
"('guys', 'tundup')",2
"('tundup', 'namgail')",2
"('wife', 'maddie')",2
"('dance', 'pay')",2
"('home', 'wife')",2
"('wenotz', 'home')",2
"('carson', 'wenotz')",2
"('lockdown', 'exercise')",2
"('exercise', 'essenotial')",2
"('george', 'bush')",2
"('facebook', 'preference')",2
"(' lb', ' on ')",2
"('enjoy', ' lb')",2
"('loss', 'home')",2
"('solo', 'parenoting')",2
"('eat', 'snacks')",2
"('toby', 'song')",2
"('new', 'toby')",2
"('blues', 'brand')",2
"('way', 'cure')",2
"('crazy', 'loss')",2
"('media', 'growth')",2
"('growth', 'marketing')",2
"('marketing', 'agency')",2
"('agency', 'sevices')",2
"('sleep', 'procrastinate')",2
"('procrastinate', 'regret')",2
"('wa', 'stay')",2
"('wife', 'mom')",2
"('canadian', 'wife')",2
"('guess', 'super')",2
"('time', 'guess')",2
"('riddle', 'time')",2
"('hey', 'riddle')",2
"('mobile', 'hey')",2
"('god', 'people')",2
"('inspiration', 'preference')",2
"('bob', 'ross')",2
"('farmhouse', 'speaks')",2
"('wait', 'wait')",2
"('fat', 'ugg')",2
"('typewriter', 'letters')",2
"('italian', 'canadian')",2
"('join', 'ig')",2
"('life', 'amp')",2
"('daily', 'grind')",2
"('way', 'today')",2
"('gadget', 'friend')",2
"('please', 'madonna')",2
"('friday', 'numbers')",2
"('seger', 'metallica')",2
"('quaranotine', 'diy')",2
"('today', 'wanot')",2
"('fill', 'guilt')",2
"('metallica', 'yep')",2
"('hear', 'ya')",2
"('undergoing', 'processes')",2
"('level', 'undergoing')",2
"('level', 'defies')",2
"('preference', 'chapel')",2
"('everyone', 'suppo')",2
"('quaranotine', 'spring')",2
"('cracker', 'barrel')",2
"('defies', 'comparison')",2
"('individual', 'level')",2
"('quaranotine', 'son')",2
"('son', 'ipad')",2
"('ipad', 'youtube')",2
"('comparison', 'individual')",2
"('wonderful', 'thing')",2
"('time', 'wenot')",2
"('watch', 'pay')",2
"('bob', 'seger')",2
"('educators', 'outreachers')",2
"('condition', 'scrutiny')",2
"('bio', 'page')",2
"('cenotre', 'condition')",2
"('talibaat', 'exhaust')",2
"('right', 'direction')",2
"('cancer', 'smileforshuff')",2
"('smileforshuff', 'charity')",2
"('viruses', 'educators')",2
"('collection', 'viruses')",2
"('new', 'collection')",2
"('time', 'meet')",2
"('page', 'bob')",2
"('turn', 'page')",2
"('spotlight', 'turn')",2
"('meet', 'face')",2
"('face', 'way')",2
"('way', 'conversation')",2
"('conversation', 'tota')",2
"('boring', 'day')",2
"('boredom', 'lockdown')",2
"('pls', 'projects')",2
"('hello', 'pls')",2
"('quaranotine', 'playing')",2
"('budapest', 'fine')",2
"('fine', 'museum')",2
"('museum', 'challenges')",2
"('activity', 'boredom')",2
"('best', 'activity')",2
"('dose', 'blog')",2
"('suspicious', 'minds')",2
"('yoakam', 'yep')",2
"('side', 'wildchild')",2
"('variety', 'cases')",2
