id,coordinates
21014,"(55.029706450000006, -7.836675391737226)"
21016,
21017,"(26.3159514, -80.1270292)"
21018,"(10.7500084, -75.0000086)"
21020,"(-42.9945669, 170.7100413)"
21025,"(27.9477595, -82.458444)"
21026,"(53.7435722, -0.3394758)"
21027,"(35.6571367, -97.4649038)"
21028,
21029,"(28.55385485, 77.1947127585299)"
21032,"(27.9477595, -82.458444)"
21034,"(22.3511148, 78.6677428)"
21036,"(40.85172235, -73.09921882199973)"
21038,"(13.0801721, 80.2838331)"
21040,"(39.7837304, -100.4458825)"
21041,"(13.0801721, 80.2838331)"
21043,
21044,
21045,"(13.0801721, 80.2838331)"
21047,
21049,"(40.85172235, -73.09921882199973)"
21050,
21051,"(13.0801721, 80.2838331)"
21052,"(3.13615545, 101.70134113304431)"
21053,"(51.0834196, 10.4234469)"
21054,
21055,"(46.603354, 1.8883335)"
21056,"(9.6000359, 7.9999721)"
21057,"(50.725562, -3.5269108)"
21058,"(34.0536909, -118.2427666)"
21059,"(48.7015254, 6.1762403)"
21060,"(41.8755616, -87.6244212)"
21061,"(51.5073219, -0.1276474)"
21062,"(41.5051613, -81.6934446)"
21063,"(49.88525745, -97.14146180422114)"
21064,"(49.2608724, -123.1139529)"
21065,
21066,
21067,"(36.9092773, -121.7529071)"
21068,"(40.7896239, -73.9598939)"
21069,"(48.8440437, 2.2934455)"
21070,"(18.9387711, 72.8353355)"
21072,"(18.9387711, 72.8353355)"
21073,"(40.4167047, -3.7035825)"
21074,"(10.78322705, 77.52604780096844)"
21075,"(47.6038321, -122.3300624)"
21076,"(41.8755616, -87.6244212)"
21077,"(54.7023545, -3.2765753)"
21078,"(30.628445, -94.936915)"
21079,"(53.535411, -113.507996)"
21080,"(43.6534817, -79.3839347)"
21081,"(4.5693754, 102.2656823)"
21082,
21083,"(-22.9791003, -43.2316233)"
21084,
21085,"(41.8755616, -87.6244212)"
21086,"(42.9632405, -85.6678639)"
21087,"(36.7014631, -118.7559974)"
21088,"(8.0300284, -1.0800271)"
21089,"(50.1312446, -123.1193013)"
21090,"(28.6141793, 77.2022662)"
21091,"(33.7690164, -118.1916048)"
21092,
21093,"(31.5656079, 74.3141775)"
21094,"(50.79683685, -2.34473226124306)"
21098,"(46.89481276666667, -96.7979838)"
21099,"(39.1014537, -84.5124602)"
21100,"(38.8949855, -77.0365708)"
21102,
21103,"(12.8831063, 77.7501677)"
21105,"(39.9527237, -75.1635262)"
21106,
21107,
21108,"(37.9817007, -82.0344275)"
21110,
21112,
21113,"(27.90247093877551, -82.51835265306121)"
21115,"(40.30333545, -75.12803819379491)"
21116,"(28.5726442, 77.3547609)"
21117,
21119,
21120,"(41.8755616, -87.6244212)"
21122,"(28.6517178, 77.2219388)"
21123,
21124,"(-23.5304843, -47.1355473)"
21125,"(34.0536909, -118.2427666)"
21126,"(43.6211955, -84.6824346)"
21127,
21128,"(33.6938118, 73.0651511)"
21129,"(41.6500201, -72.7342163)"
21130,
21131,"(29.4246002, -98.4951405)"
21133,
21134,"(16.7333666, 82.2145164)"
21135,"(9.6000359, 7.9999721)"
21137,
21139,"(24.0002488, 53.9994829)"
21140,
21141,
21143,"(45.3842702, -73.995482)"
21145,"(33.4946353, -117.1473661)"
21146,"(50.000678, -86.000977)"
21147,"(42.6384261, 12.674297)"
21148,
21151,
21153,
21154,"(50.8465573, 4.351697)"
21156,"(39.3600586, -84.309939)"
21157,"(54.8948478, -2.9362311)"
21158,"(3.062308, 101.4681413)"
21159,
21160,"(31.8160381, -99.5120986)"
21161,"(48.86828345, 2.7783640776150627)"
21162,"(51.5073219, -0.1276474)"
21163,"(40.7127281, -74.0060152)"
21164,"(32.7870759, -117.2050554)"
21165,"(39.9622601, -83.0007065)"
21166,"(39.7837304, -100.4458825)"
21168,"(34.0536909, -118.2427666)"
21169,"(31.9515694, 35.9239625)"
21172,"(53.7376543, -2.0089468)"
21173,"(34.0536909, -118.2427666)"
21174,
21175,"(28.6517178, 77.2219388)"
21176,"(52.9311367, 1.3012758)"
21177,"(32.896672, 13.1777923)"
21178,"(41.8755616, -87.6244212)"
21179,"(37.7790262, -122.4199061)"
21180,"(40.0757384, -74.4041622)"
21182,"(4.59808, -74.0760439)"
21183,"(-32.6816667, 27.1513889)"
21184,"(39.9527237, -75.1635262)"
21186,
21188,"(30.2240897, -92.0198427)"
21189,"(25.2856329, 51.5264162)"
21190,"(4.5693754, 102.2656823)"
21191,
21192,
21193,"(33.8246269, -116.540303)"
21194,"(61.0666922, -107.9917071)"
21196,
21197,"(21.304547, -157.8556764)"
21199,"(40.1668572, -111.6109221)"
21200,"(53.407154, -2.991665)"
21201,"(4.5693754, 102.2656823)"
21206,"(35.7803977, -78.6390989)"
21207,"(40.7127281, -74.0060152)"
21208,"(43.6534817, -79.3839347)"
21210,"(40.7127281, -74.0060152)"
21211,"(43.411391, -106.280075)"
21212,"(30.2711286, -97.7436995)"
21215,"(35.7325352, -78.8505516)"
21216,
21218,"(41.5421013, 2.1138977)"
21221,
21222,"(51.0534234, -114.0625892)"
21224,"(36.1156306, -97.0585717)"
21225,"(21.6637359, 81.8406351)"
21227,
21228,"(43.8014053, -91.2395429)"
21229,"(40.6501038, -73.9495823)"
21230,"(48.4283182, -123.3649533)"
21231,"(34.0536909, -118.2427666)"
21232,"(45.022172, 4.3221548)"
21233,"(41.8755616, -87.6244212)"
21234,"(-41.289636, 174.7757724)"
21235,"(54.7023545, -3.2765753)"
21236,"(43.7283874, -79.34914879325001)"
21238,"(30.4459596, -91.18738)"
21239,"(32.3669656, -86.3006485)"
21240,"(25.0659637, 55.1713403)"
21241,"(31.561312, -0.8942721060852246)"
21242,"(3.4517923, -76.5324943)"
21243,"(0.3177137, 32.5813539)"
21244,"(39.7789951, -76.1166178)"
21246,"(46.877229, -96.789821)"
21247,"(39.7837304, -100.4458825)"
21248,"(39.7683331, -86.1583502)"
21249,"(45.4607413, 9.1822817)"
21251,"(34.2331373, -102.4107493)"
21253,"(29.4607876, -95.0513173)"
21254,"(12.9791198, 77.5912997)"
21255,"(34.0536909, -118.2427666)"
21256,
21258,"(48.6443057, 2.7537863)"
21260,"(48.8566969, 2.3514616)"
21262,"(39.7683331, -86.1583502)"
21265,"(33.4484367, -112.0741417)"
21267,"(32.7762719, -96.7968559)"
21268,"(12.9791198, 77.5912997)"
21269,"(17.43760425, 78.45753471539129)"
21270,"(30.9293211, 75.5004841)"
21271,"(32.7762719, -96.7968559)"
21272,"(38.8949855, -77.0365708)"
21273,"(43.2073567, -75.5929774)"
21276,"(39.7837304, -100.4458825)"
21277,"(34.0536909, -118.2427666)"
21278,"(43.0927229, 11.780972)"
21281,"(18.9387711, 72.8353355)"
21282,"(-34.8455567, 138.5058631)"
21284,"(34.0536909, -118.2427666)"
21286,
21290,"(33.8708215, -117.9294165)"
21292,
21294,"(40.6501038, -73.9495823)"
21296,"(36.0301134, -114.9826194)"
21297,
21298,"(30.2711286, -97.7436995)"
21300,"(38.9742502, -94.6851702)"
21304,"(34.0536909, -118.2427666)"
21305,
21306,"(38.8949855, -77.0365708)"
21307,"(33.6633386, -117.903317)"
21308,"(-18.1239696, 179.0122737)"
21309,"(35.9603948, -83.9210261)"
21313,"(-24.3998924, -47.7125224)"
21314,"(12.984039899999999, 77.72142754794268)"
21315,"(36.1622296, -86.7743531)"
21317,"(36.13823985, -96.11049829261454)"
21318,"(40.7596198, -111.8867975)"
21319,"(42.24253, -83.6171426940706)"
21320,"(47.2276395, -122.4065352)"
21322,"(56.6014073, 14.113998)"
21323,"(41.8755616, -87.6244212)"
21324,"(30.2240897, -92.0198427)"
21325,"(50.7554929, -3.393165859338521)"
21326,"(26.1421976, -81.7942944)"
21327,"(40.7127281, -74.0060152)"
21328,
21329,"(10.9930561, 76.9596779)"
21333,"(45.5361933, -73.6077401)"
21334,
21336,"(33.6021458, -101.9252743)"
21337,"(51.5073219, -0.1276474)"
21338,"(42.2681569, -83.7312291)"
21340,"(27.8428025, -82.6995444)"
21342,"(30.3321838, -81.655651)"
21343,"(33.4353672, -112.3576005)"
21344,
21346,"(32.7762719, -96.7968559)"
21347,"(39.7837304, -100.4458825)"
21348,"(30.3308401, 71.247499)"
21349,"(61.0666922, -107.9917071)"
21350,"(27.9477595, -82.458444)"
21351,"(34.0980031, -118.3295232)"
21352,"(44.4308975, -89.6884637)"
21353,"(35.925193, -86.8689365)"
21354,"(40.7127281, -74.0060152)"
21355,"(38.7251776, -105.6077167)"
21356,"(37.9923795, -1.1305431)"
21358,"(51.5073219, -0.1276474)"
21359,"(40.7127281, -74.0060152)"
21360,"(35.9131542, -79.05578)"
21362,"(32.7762719, -96.7968559)"
21365,"(34.0980031, -118.3295232)"
21366,"(-62.2215247, -58.4507102)"
21368,"(27.2939333, -80.3503283)"
21369,
21370,
21371,"(40.2253569, -82.6881395)"
21373,"(30.2711286, -97.7436995)"
21374,"(43.6166163, -116.200886)"
21375,"(39.7837304, -100.4458825)"
21376,
21377,"(40.7127281, -74.0060152)"
21379,
21382,
21383,
21384,"(38.8949855, -77.0365708)"
21385,
21386,"(40.9699889, -77.7278831)"
21388,"(32.7762719, -96.7968559)"
21390,"(40.9312099, -73.8987469)"
21393,"(34.0536909, -118.2427666)"
21394,"(42.1045345, -82.4221059)"
21395,"(41.8755616, -87.6244212)"
21398,"(39.7392364, -104.9848623)"
21400,"(22.3511148, 78.6677428)"
21402,"(27.7567667, -81.4639835)"
21404,
21405,"(35.9603948, -83.9210261)"
21406,"(46.877229, -96.789821)"
21407,"(42.2681569, -83.7312291)"
21408,"(34.267886, -116.84859785319148)"
21409,"(42.2681569, -83.7312291)"
21410,"(38.8949855, -77.0365708)"
21411,"(18.9387711, 72.8353355)"
21413,"(39.7837304, -100.4458825)"
21414,
21415,"(40.9699889, -77.7278831)"
21416,"(39.7837304, -100.4458825)"
21417,"(35.2270869, -80.8431268)"
21418,"(41.9426657, -70.7618592)"
21419,"(32.8295183, -96.9442177)"
21420,"(38.0933811, -88.5356076)"
21421,"(36.1622296, -86.7743531)"
21422,"(22.54541245, 88.3567751581234)"
21424,"(36.1672559, -115.1485163)"
21425,"(36.7014631, -118.7559974)"
21426,"(5.5600141, -0.2057437)"
21427,"(41.3828939, 2.1774322)"
21429,"(40.2253569, -82.6881395)"
21430,"(25.0659637, 55.1713403)"
21432,"(19.5868005, -99.0340962)"
21434,"(40.7127281, -74.0060152)"
21435,"(33.7490987, -84.3901849)"
21437,"(48.7889192, 2.328064669859214)"
21438,"(25.1446897, 67.1847767315734)"
21439,"(54.7023545, -3.2765753)"
21440,
21443,"(61.0666922, -107.9917071)"
21444,"(12.7503486, 122.7312101)"
21445,"(26.4073841, 93.2551303)"
21447,"(51.5073219, -0.1276474)"
21448,"(39.7837304, -100.4458825)"
21450,"(28.6141793, 77.2022662)"
21451,"(19.4326296, -99.1331785)"
21452,"(18.9387711, 72.8353355)"
21453,"(28.6141793, 77.2022662)"
21454,"(6.5310848, 38.712224)"
21456,"(40.9699889, -77.7278831)"
21457,"(32.44645, -99.7475905)"
21458,"(42.6384261, 12.674297)"
21459,"(27.7567667, -81.4639835)"
21460,"(6.5731894, 3.3699482)"
21462,"(0.3177137, 32.5813539)"
21465,"(32.7762719, -96.7968559)"
21467,"(34.0536909, -118.2427666)"
21468,"(43.9792797, -120.737257)"
21469,"(39.7392364, -104.9848623)"
21470,"(49.2608724, -123.1139529)"
21471,"(32.3293809, -83.1137366)"
21472,"(41.8755616, -87.6244212)"
21475,"(53.559348099999994, -113.0314111056661)"
21476,"(35.9603948, -83.9210261)"
21478,"(38.5815719, -121.4943996)"
21480,"(25.1446897, 67.1847767315734)"
21481,"(35.33768225, -78.66434056569011)"
21483,"(45.4871723, -122.8037804)"
21485,
21486,"(46.724362, -75.559685)"
21487,"(25.0659637, 55.1713403)"
21488,"(30.3308401, 71.247499)"
21489,"(34.0536909, -118.2427666)"
21490,"(40.7127281, -74.0060152)"
21492,"(38.27312, -98.5821872)"
21493,"(39.88771115, -75.19078391488154)"
21494,"(40.1668572, -111.6109221)"
21495,"(22.2793278, 114.1628131)"
21497,"(43.7009358, 7.2683912)"
21498,"(28.5421109, -81.3790304)"
21500,
21501,"(25.7929198, -80.1353006)"
21502,"(19.320556250000003, -99.15170107077653)"
21503,"(43.7941544, -79.5268023)"
21504,
21506,"(31.8160381, -99.5120986)"
21508,"(34.0536909, -118.2427666)"
21510,"(33.4484367, -112.0741417)"
21511,"(53.535411, -113.507996)"
21512,"(38.7251776, -105.6077167)"
21515,"(-27.4804773, 153.0120601)"
21516,"(42.8867166, -78.8783922)"
21518,"(28.6141793, 77.2022662)"
21519,"(40.7127281, -74.0060152)"
21520,
21522,
21523,"(52.4760892, -71.8258668)"
21524,"(26.8234472, 18.1236723)"
21529,"(25.7929198, -80.1353006)"
21530,
21531,"(40.2253569, -82.6881395)"
21532,"(34.0536909, -118.2427666)"
21534,"(38.7604815, -92.5617875)"
21535,"(32.7174209, -117.1627714)"
21536,"(22.54541245, 88.3567751581234)"
21537,"(32.7762719, -96.7968559)"
21538,"(52.7954791, -0.5402402866174321)"
21539,"(40.120672, -92.90177)"
21540,"(22.54541245, 88.3567751581234)"
21542,"(38.33981850000001, -90.40676224421566)"
21543,"(31.8160381, -99.5120986)"
21545,"(40.0757384, -74.4041622)"
21546,"(40.5621704, -111.929658)"
21548,
21549,"(41.2587459, -95.9383758)"
21551,"(-41.289636, 174.7757724)"
21552,"(37.1232245, -78.4927721)"
21553,"(40.3066676, -112.0147617)"
21555,"(41.8755616, -87.6244212)"
21556,"(38.9330077, -104.6080826)"
21557,"(38.8949855, -77.0365708)"
21558,"(-26.2227778, 27.89)"
21561,
21562,"(39.775849, -86.15217873130001)"
21563,"(41.5571178, -83.6279321)"
21565,
21566,"(41.8849386, -87.6351503)"
21568,
21569,"(34.3664127, -89.5187664)"
21570,"(48.8566969, 2.3514616)"
21571,"(52.865196, -7.9794599)"
21572,"(37.7790262, -122.4199061)"
21573,"(-33.934444, 18.869167)"
21574,
21575,"(6.4550575, 3.3941795)"
21576,
21577,"(51.5073219, -0.1276474)"
21578,
21579,"(40.0146297, -105.10395109684542)"
21581,"(34.2000784, -118.5369884)"
21582,"(40.0796606, -89.4337288)"
21583,"(32.9715645, -89.7348497)"
21585,"(34.0536909, -118.2427666)"
21586,"(47.3752671, -109.6387579)"
21587,
21590,"(13.0801721, 80.2838331)"
21591,
21592,"(47.6038321, -122.3300624)"
21594,"(49.883333, -103.433333)"
21596,"(34.395342, -111.7632755)"
21597,
21598,"(13.0801721, 80.2838331)"
21599,"(29.4246002, -98.4951405)"
21600,"(52.5170365, 13.3888599)"
21601,"(40.2253569, -82.6881395)"
21603,"(41.9354147, -87.6467863)"
21604,"(4.5693754, 102.2656823)"
21605,"(34.1014112, -84.5192192)"
21606,"(42.3315509, -83.0466403)"
21607,"(33.7500378, -117.8704931)"
21609,"(37.3361905, -121.8905833)"
21610,"(43.655912, 16.1099812)"
21612,"(50.9325419, -0.1754515)"
21613,"(4.601215549999999, -74.0638521155335)"
21614,"(39.7837304, -100.4458825)"
21615,"(18.9387711, 72.8353355)"
21616,"(42.38322005, -71.11712637663399)"
21617,"(6.533564500000001, 3.384160631483666)"
21619,"(36.0726355, -79.7919754)"
21620,"(33.2588817, -86.8295337)"
21622,"(39.9622601, -83.0007065)"
21623,"(43.6211955, -84.6824346)"
21624,"(17.423312, 78.3805527)"
21625,"(44.4308975, -89.6884637)"
21626,"(36.638392, 127.6961188)"
21627,"(44.4308975, -89.6884637)"
21628,"(40.7498243, -73.7976337)"
21629,"(35.2048883, -92.4479108)"
21631,"(41.4570418, -72.8231552)"
21632,
21633,"(37.9839412, 23.7283052)"
21634,"(27.7703796, -82.6695085)"
21635,"(46.9599823, 22.0541733)"
21636,"(51.0796895, -1.8074237640795872)"
21637,"(33.4484367, -112.0741417)"
21639,"(47.6038321, -122.3300624)"
21641,"(-12.0621065, -77.0365256)"
21642,"(5.4065013, 100.2559077)"
21644,"(50.481292, -108.2892248)"
21646,"(7.5554942, 80.7137847)"
21647,"(51.2800275, 1.0802533)"
21650,"(45.8822188, 10.0098109)"
21652,"(25.28669805, 87.13225355111148)"
21653,
21655,"(39.7837304, -100.4458825)"
21657,"(63.1626391, -149.4324916)"
21658,"(47.2000338, 13.199959)"
21659,"(34.0536909, -118.2427666)"
21660,"(5.698692149999999, 0.04035107031393203)"
21661,
21662,"(53.44429955, -113.40376367695937)"
21663,
21664,"(33.6938118, 73.0651511)"
21665,"(40.7127281, -74.0060152)"
21668,"(51.0834196, 10.4234469)"
21670,"(1.1228470499999998, 104.05631386819422)"
21671,"(36.7014631, -118.7559974)"
21672,"(3.4517923, -76.5324943)"
21674,
21675,
21676,"(33.8347516, -117.911732)"
21677,"(39.8454163, -88.9524151)"
21678,"(53.5120412, -2.2434612)"
21679,"(25.42363975, 88.57316686704961)"
21680,"(-36.6718897, 146.827171)"
21681,"(39.5162234, -76.9382069)"
21682,"(49.456755400000006, -2.5347606564697385)"
21683,"(43.6534817, -79.3839347)"
21686,"(38.0464066, -84.4970393)"
21687,
21688,"(35.6869996, -105.9377997)"
21690,"(40.8466508, -73.8785937)"
21691,"(22.3511148, 78.6677428)"
21692,
21696,"(32.7762719, -96.7968559)"
21697,"(49.79298295, 9.937941470514051)"
21698,"(41.3828939, 2.1774322)"
21699,
21700,"(43.6166163, -116.200886)"
21701,"(18.521428, 73.8544541)"
21703,"(30.2711286, -97.7436995)"
21705,"(12.9791198, 77.5912997)"
21706,"(33.6534427, -84.4493725)"
21707,"(41.7370229, -99.5873816)"
21708,
21710,"(36.1622296, -86.7743531)"
21711,"(37.3886303, -5.9953403)"
21712,"(4.7916539, 100.9276057)"
21713,
21715,"(55.7501986, -3.8845601)"
21716,"(35.9603948, -83.9210261)"
21719,"(51.28597, -114.01062)"
21720,"(4.5693754, 102.2656823)"
21721,"(39.5162234, -76.9382069)"
21723,"(33.7490987, -84.3901849)"
21724,"(53.5120412, -2.2434612)"
21726,"(39.7837304, -100.4458825)"
21727,"(46.8899094, 3.4658381)"
21728,"(35.2270869, -80.8431268)"
21729,"(34.0536909, -118.2427666)"
21730,"(53.5120412, -2.2434612)"
21731,"(53.5120412, -2.2434612)"
21732,"(43.7283874, -79.34914879325001)"
21734,"(55.7243592, 13.0738338)"
21735,
21736,"(53.3497645, -6.2602732)"
21737,"(23.6058041, 58.434254474865625)"
21738,"(43.698078, -85.483656)"
21740,"(42.291707, -85.5872286)"
21741,"(45.3842702, -73.995482)"
21745,"(19.37218875, -72.33465445105234)"
21746,"(37.9621457, -122.3455263)"
21747,"(-13.8564724, -72.7759926)"
21748,"(2.2581969, 102.246034)"
21749,"(55.944427, -3.1837817)"
21750,"(2.7247562, 101.9344913)"
21751,"(3.2083304, 101.304146)"
21752,"(52.4796992, -1.9026911)"
21754,"(48.4283182, -123.3649533)"
21755,"(4.7993453, -75.6978614495184)"
21756,"(22.3511148, 78.6677428)"
21757,"(27.7567667, -81.4639835)"
21759,"(43.2206894, -79.82935614795392)"
21760,"(39.100105, -94.5781416)"
21761,"(20.05, 42.7)"
21763,"(-33.2861441, -68.3539977)"
21764,"(45.5202471, -122.6741949)"
21765,"(32.912624, -96.6388833)"
21766,
21769,"(42.6402718, 21.0990518)"
21770,"(40.0455918, -86.0085955)"
21771,"(40.6501038, -73.9495823)"
21772,"(55.041152350000004, 9.810374515557207)"
21773,"(40.7127281, -74.0060152)"
21774,"(23.0216238, 72.5797068)"
21775,"(36.7014631, -118.7559974)"
21776,"(31.5856126, -102.8826804)"
21777,"(41.6500201, -72.7342163)"
21778,"(-6.1751542, 106.83308016604896)"
21779,
21780,"(28.6141793, 77.2022662)"
21781,"(39.9622601, -83.0007065)"
21782,"(51.5073219, -0.1276474)"
21783,"(43.6166163, -116.200886)"
21785,"(42.2681569, -83.7312291)"
21786,"(29.4246002, -98.4951405)"
21788,"(51.0834196, 10.4234469)"
21790,"(9.5807086, 122.9613828)"
21792,"(39.7683331, -86.1583502)"
21793,"(15.73474555, 79.70621512146835)"
21795,"(42.6638771, 21.1640849)"
21796,
21798,"(38.0414635, -121.24732701785715)"
21799,"(-28.8166236, 24.991639)"
21800,"(34.2978794, -83.8240663)"
21802,"(39.7837304, -100.4458825)"
21803,
21804,"(55.001251, -115.002136)"
21805,"(26.7164127, 88.4309916)"
21807,"(41.504879, -73.9696822)"
21808,"(12.9791198, 77.5912997)"
21809,"(29.98905745, -94.03634598502265)"
21810,"(42.683296999999996, -73.82711296908494)"
21811,"(3.2083304, 101.304146)"
21812,"(12.8831063, 77.7501677)"
21813,"(28.5421109, -81.3790304)"
21814,"(54.7023545, -3.2765753)"
21817,"(18.9387711, 72.8353355)"
21820,"(40.7127281, -74.0060152)"
21823,"(40.7076159, -73.6790452)"
21824,"(43.411391, -106.280075)"
21825,"(39.7837304, -100.4458825)"
21826,
21827,"(54.7023545, -3.2765753)"
21828,"(52.4796992, -1.9026911)"
21829,"(36.1089213, -96.0619071)"
21830,"(43.7021654, -79.6392542)"
21832,"(39.7082498, -91.3587413)"
21833,"(40.7127281, -74.0060152)"
21835,"(41.8755616, -87.6244212)"
21837,"(5.6806673, 100.9181202)"
21838,
21840,"(51.8277408, 9.0207583)"
21841,
21842,"(55.670249, 10.3333283)"
21843,"(37.9621457, -122.3455263)"
21844,"(39.7837304, -100.4458825)"
21845,"(34.0536909, -118.2427666)"
21846,"(51.5073219, -0.1276474)"
21847,"(41.3828939, 2.1774322)"
21849,"(53.4794892, -2.2451148)"
21851,
21852,"(41.8755616, -87.6244212)"
21853,"(35.1841458, -106.4987853)"
21855,"(54.7023545, -3.2765753)"
21856,
21857,"(42.6638771, 21.1640849)"
21860,"(6.5310848, 38.712224)"
21861,"(34.395342, -111.7632755)"
21862,"(40.0455918, -86.0085955)"
21863,
21864,"(18.1152958, -77.1598454610168)"
21865,
21866,"(35.9603948, -83.9210261)"
21867,"(34.0536909, -118.2427666)"
21869,"(45.5361933, -73.6077401)"
21870,"(34.7451786, -87.6686733)"
21871,"(54.7023545, -3.2765753)"
21872,"(39.7837304, -100.4458825)"
21874,"(51.5382399, -1.7769666750000002)"
21877,"(37.8145384, -82.8071054)"
21880,"(37.5726028, -85.1551411)"
21882,"(10.9094334, 78.3665347)"
21884,"(28.6141793, 77.2022662)"
21885,"(39.7837304, -100.4458825)"
21886,"(39.7837304, -100.4458825)"
21888,"(10.9094334, 78.3665347)"
21890,"(28.7142498, 77.654851)"
21891,"(44.93032785, -93.2698364902282)"
21892,"(39.193919550000004, -76.87477229012376)"
21894,
21895,"(43.6166163, -116.200886)"
21896,
21899,"(56.9493977, 24.1051846)"
21900,"(32.6475314, 54.5643516)"
21902,
21903,"(38.8339578, -104.8253485)"
21905,
21906,"(34.0024404, 71.3689354)"
21909,"(40.0757384, -74.4041622)"
21910,
21911,
21913,"(17.7231276, 83.3012842)"
21914,
21915,"(23.0216238, 72.5797068)"
21916,"(34.0536909, -118.2427666)"
21917,"(51.5073219, -0.1276474)"
21919,"(39.3055568, -94.5752328)"
21921,"(29.9499323, -90.0701156)"
21922,"(30.7194022, 76.7646552)"
21923,"(10.506098, -66.9146017)"
21924,"(44.4308975, -89.6884637)"
21925,"(55.7504461, 37.6174943)"
21928,
21929,
21930,"(40.9650535, -72.1935105)"
21931,
21932,"(40.7127281, -74.0060152)"
21934,"(54.7023545, -3.2765753)"
21935,"(51.0000002, -109.0000002)"
21936,"(33.7690164, -118.1916048)"
21937,"(38.9819845, -77.12423413116392)"
21938,"(22.3511148, 78.6677428)"
21939,"(39.7683331, -86.1583502)"
21941,"(28.5421109, -81.3790304)"
21942,"(41.8755616, -87.6244212)"
21943,"(39.7837304, -100.4458825)"
21944,"(49.2608724, -123.1139529)"
21946,"(12.9791198, 77.5912997)"
21947,"(50.9025349, -1.404189)"
21948,"(41.8755616, -87.6244212)"
21949,"(41.8755616, -87.6244212)"
21950,"(37.102841, -85.3063504)"
21954,"(42.5869578, 20.9021231)"
21955,"(46.2017559, 6.1466014)"
21956,"(40.5508527, -105.0668085)"
21957,"(27.633333, 77.583333)"
21958,"(34.2331373, -102.4107493)"
21960,"(50.725562, -3.5269108)"
21963,"(37.5726028, -85.1551411)"
21964,"(18.9387711, 72.8353355)"
21966,"(39.7837304, -100.4458825)"
21967,"(43.411391, -106.280075)"
21968,"(37.7884969, -122.3558473)"
21969,"(32.7174209, -117.1627714)"
21970,
21971,"(42.7851871, -88.4054374)"
21972,"(25.4381302, 81.8338005)"
21974,"(34.1729044, -118.3740371)"
21975,"(43.2653897, -76.417702)"
21976,"(25.7742658, -80.1936589)"
21977,"(33.1506744, -96.8236116)"
21978,"(28.6141793, 77.2022662)"
21980,"(22.3511148, 78.6677428)"
21981,"(53.5120412, -2.2434612)"
21982,"(28.6517178, 77.2219388)"
21983,"(34.0536909, -118.2427666)"
21984,"(25.2662887, 82.9927969)"
21985,"(43.6534817, -79.3839347)"
21986,"(33.7490987, -84.3901849)"
21987,
21988,"(40.0757384, -74.4041622)"
21991,"(40.4416941, -79.9900861)"
21992,"(18.521428, 73.8544541)"
21993,"(26.271462800000002, -80.18180791688866)"
21995,"(22.6153934, 70.9495617)"
21996,
21997,"(51.5073219, -0.1276474)"
21998,"(52.3727598, 4.8936041)"
22001,"(39.7837304, -100.4458825)"
22002,"(41.5189413, -83.8038284)"
22004,"(32.7762719, -96.7968559)"
22005,"(-26.205, 28.049722)"
22006,"(52.3727598, 4.8936041)"
22009,"(30.533129, 75.8807604)"
22011,"(34.0536909, -118.2427666)"
22012,"(42.6384261, 12.674297)"
22013,"(34.1729044, -118.3740371)"
22014,"(41.8755616, -87.6244212)"
22015,
22016,"(59.743273900000005, 12.711520968966536)"
22017,"(40.9689871, -73.71263)"
22018,"(26.02322025, -80.34123906625615)"
22019,"(41.3082138, -72.9250518)"
22021,"(40.9312099, -73.8987469)"
22022,"(30.2711286, -97.7436995)"
22023,"(40.7127281, -74.0060152)"
22025,"(47.6038321, -122.3300624)"
22026,"(36.7014631, -118.7559974)"
22027,"(45.6753463, 6.3360129)"
22029,"(45.4344413, 40.5750274)"
22031,"(34.0536909, -118.2427666)"
22032,"(31.8160381, -99.5120986)"
22033,"(30.042408950000002, -90.02772186085048)"
22034,"(34.0536909, -118.2427666)"
22038,"(-34.6075682, -58.4370894)"
22039,"(15.2572432, -86.0755145)"
22041,"(34.0536909, -118.2427666)"
22042,"(39.94236755, -75.08758735)"
22043,"(39.4010753, -76.796299)"
22044,"(47.106994, 9.5274876)"
22046,
22048,"(25.2335112, 55.2641028)"
22049,"(43.6534817, -79.3839347)"
22050,"(16.5087586, 80.6185102)"
22052,"(36.1622296, -86.7743531)"
22057,"(43.8070754, 11.2946158)"
22058,"(39.7837304, -100.4458825)"
22060,"(25.7742658, -80.1936589)"
22061,"(34.0536909, -118.2427666)"
22064,"(27.9477595, -82.458444)"
22065,"(27.9477595, -82.458444)"
22066,"(36.1622296, -86.7743531)"
22067,"(39.88771115, -75.19078391488154)"
22070,"(39.7837304, -100.4458825)"
22074,"(41.47441105, -88.05876255177395)"
22075,"(44.4936714, 11.3430347)"
22076,"(37.2296566, -80.4136767)"
22077,"(27.7567667, -81.4639835)"
22080,"(36.7014631, -118.7559974)"
22082,"(34.0536909, -118.2427666)"
22083,"(36.7014631, -118.7559974)"
22086,"(34.0536909, -118.2427666)"
22087,"(50.863772, 0.4758995591006566)"
22088,"(39.7837304, -100.4458825)"
22089,"(34.2331373, -102.4107493)"
22090,
22091,"(37.2045466, 55.7052545)"
22092,
22093,
22094,
22096,"(29.6196787, -95.6349463)"
22097,"(37.5726028, -85.1551411)"
22098,"(35.6729639, -79.0392919)"
22099,
22100,"(35.6267654, -120.6912456)"
