id,coordinates
93285,"(-7.1280388, 52.7448393)"
93287,"(14.8971921, 100.83273)"
93288,
93290,"(19.531932, 76.0554568)"
93291,"(39.9527237, -75.1635262)"
93293,"(13.2904027, 108.4265113)"
93295,"(48.6443057, 2.7537863)"
93297,"(13.2904027, 108.4265113)"
93298,
93299,
93300,"(25.44395, 78.5534422)"
93303,"(25.44395, 78.5534422)"
93304,
93305,"(52.4796992, -1.9026911)"
93306,"(40.3100446, -75.1304588)"
93307,
93308,
93309,"(20.6720375, -103.3383962)"
93311,"(-7.4279011, 109.2408501)"
93312,"(48.6443057, 2.7537863)"
93313,"(-31.7613365, -71.3187697)"
93314,"(12.3051828, 76.6553609)"
93316,"(40.7127281, -74.0060152)"
93317,"(-31.7613365, -71.3187697)"
93318,"(37.5666791, 126.9782914)"
93320,"(42.7891193, -85.5163391)"
93321,"(30.8703881, -92.007126)"
93328,"(18.9387711, 72.8353355)"
93329,"(-1.3842356, 132.902528)"
93330,
93334,"(14.8971921, 100.83273)"
93335,
93338,"(33.3947776, -104.523005)"
93341,"(-10.3333333, -53.2)"
93342,"(53.5120412, -2.2434612)"
93343,"(45.5361933, -73.6077401)"
93344,"(-26.8474394, -65.22591549386462)"
93346,"(-34.6075682, -58.4370894)"
93347,"(-34.6075682, -58.4370894)"
93348,"(34.7464809, -92.2895948)"
93350,"(33.7490987, -84.3901849)"
93351,
93352,
93353,"(39.7837304, -100.4458825)"
93354,"(37.348997, 127.9387826537108)"
93356,"(13.8000382, -88.9140683)"
93357,
93358,"(28.6141793, 77.2022662)"
93359,"(13.0801721, 80.2838331)"
93360,"(51.3713049, -0.101957)"
93362,"(1.357107, 103.8194992)"
93363,"(-7.1280388, 52.7448393)"
93367,"(18.9387711, 72.8353355)"
93368,"(-12.0621065, -77.0365256)"
93369,"(0.29741145, 32.60508263422804)"
93370,"(-1.3397668, -79.3666965)"
93371,"(-12.0621065, -77.0365256)"
93373,"(47.3196361, 5.0354949)"
93375,"(-31.8759835, 147.2869493)"
93376,"(28.5726442, 77.3547609)"
93377,"(28.3958888, 77.03238124166988)"
93378,
93381,"(-31.8759835, 147.2869493)"
93382,"(51.4538022, -2.5972985)"
93383,"(13.7542529, 100.493087)"
93384,"(20.5953418, -105.2388549)"
93385,"(-37.7585968, 145.22762818933018)"
93386,"(-26.8474394, -65.22591549386462)"
93388,"(30.7999563, -81.6898261)"
93389,"(28.6141793, 77.2022662)"
93390,"(25.0659637, 55.1713403)"
93392,"(26.93054885, 75.75502893120924)"
93393,
93394,"(47.6038321, -122.3300624)"
93395,"(52.865196, -7.9794599)"
93396,
93397,"(47.6038321, -122.3300624)"
93398,
93399,"(44.4521637, -64.3551639)"
93400,"(44.4521637, -64.3551639)"
93401,"(51.3713049, -0.101957)"
93402,"(1.42965855, 114.74059919809318)"
93403,"(33.206466, -117.31936)"
93404,"(31.81676015, 77.34932051968858)"
93406,"(51.8277408, 9.0207583)"
93407,
93409,"(29.7589382, -95.3676974)"
93410,
93411,
93412,"(36.2733664, -115.1791789)"
93415,"(35.996653, -78.9018053)"
93417,"(47.2684936, 7.6933343)"
93419,"(36.2733664, -115.1791789)"
93420,"(51.5073219, -0.1276474)"
93421,"(51.5073219, -0.1276474)"
93430,"(19.4326296, -99.1331785)"
93432,"(-23.501667, -47.458056)"
93433,"(32.792, -115.5630514)"
93435,"(30.2711286, -97.7436995)"
93438,"(39.3262345, -4.8380649)"
93440,
93444,"(28.4991235, 77.1613745)"
93446,
93448,"(40.7127281, -74.0060152)"
93449,"(41.2428742, -73.2006687)"
93450,"(37.5666791, 126.9782914)"
93451,"(-34.6075682, -58.4370894)"
93453,
93456,
93457,"(49.8551107, 18.7606343)"
93458,"(13.7542529, 100.493087)"
93459,"(-34.6075682, -58.4370894)"
93460,"(36.638392, 127.6961188)"
93461,
93462,"(52.3727598, 4.8936041)"
93463,
93464,"(53.1185033, -1.5566179305872212)"
93467,
93470,"(-33.4377968, -70.6504451)"
93471,"(40.7127281, -74.0060152)"
93472,
93475,"(39.7912262, -74.9290536)"
93476,
93477,"(36.638392, 127.6961188)"
93480,"(6.4550575, 3.3941795)"
93482,"(10.7758439, 106.7017555)"
93483,"(53.5120412, -2.2434612)"
93486,"(10.7758439, 106.7017555)"
93487,"(55.001251, -115.002136)"
93488,"(27.7567667, -81.4639835)"
93490,"(53.5120412, -2.2434612)"
93491,"(-5.1342962, 119.4124282)"
93493,"(6.4550575, 3.3941795)"
93495,"(36.1622296, -86.7743531)"
93496,
93498,
93500,"(36.5754, 128.5058)"
93503,"(12.7503486, 122.7312101)"
93507,"(40.8088861, -96.7077751)"
93508,"(34.1866193, -118.4486669)"
93510,"(40.2253569, -82.6881395)"
93511,"(-6.8699697, -75.0458515)"
93513,
93516,
93518,"(-31.4173391, -64.183319)"
93522,"(7.0644576, 125.6083647)"
93523,
93524,"(22.3511148, 78.6677428)"
93527,"(35.2116694, 129.0355986)"
93528,"(37.5666791, 126.9782914)"
93529,"(-2.4833826, 117.8902853)"
93532,"(45.4972159, -73.6103642)"
93533,"(21.1617854, -86.8510468)"
93535,"(49.8955367, -97.1384584)"
93537,"(-2.4833826, 117.8902853)"
93538,"(40.7127281, -74.0060152)"
93539,"(-33.4377968, -70.6504451)"
93540,
93541,"(42.4979693, -92.3329637)"
93542,
93543,"(33.4484367, -112.0741417)"
93544,"(6.4550575, 3.3941795)"
93546,"(41.8755616, -87.6244212)"
93547,"(21.0294498, 105.8544441)"
93549,"(39.7837304, -100.4458825)"
93550,"(41.8755616, -87.6244212)"
93551,"(33.8752945, -117.5664449)"
93552,"(41.5051613, -81.6934446)"
93554,"(36.1622296, -86.7743531)"
93557,"(6.4550575, 3.3941795)"
93558,
93560,"(34.2331373, -102.4107493)"
93561,"(6.4550575, 3.3941795)"
93562,"(21.0294498, 105.8544441)"
93564,"(45.5202471, -122.6741949)"
93567,"(30.7999563, -81.6898261)"
93569,"(-2.4833826, 117.8902853)"
93570,
93571,"(13.295789668296347, -87.29129395166062)"
93573,
93574,"(6.4550575, 3.3941795)"
93575,"(36.1143945, 138.0319015)"
93576,"(40.7127281, -74.0060152)"
93577,
93579,"(42.4979693, -92.3329637)"
93580,"(13.8000382, -88.9140683)"
93582,
93585,"(23.4591664, 120.2930004)"
93586,"(23.4591664, 120.2930004)"
93587,"(40.6501038, -73.9495823)"
93588,"(6.402589949999999, 43.398382018489485)"
93589,"(6.4550575, 3.3941795)"
93593,"(6.402589949999999, 43.398382018489485)"
93594,
93595,"(19.0465213, 72.8632834)"
93597,"(27.7567667, -81.4639835)"
93601,"(27.7567667, -81.4639835)"
93602,"(13.5964801, 100.5997041)"
93603,"(40.7896239, -73.9598939)"
93606,"(18.9387711, 72.8353355)"
93607,"(37.5666791, 126.9782914)"
93610,"(-34.9964963, -64.9672817)"
93612,"(21.0294498, 105.8544441)"
93613,"(-34.9964963, -64.9672817)"
93616,"(3.4517923, -76.5324943)"
93617,"(41.3846293, 2.1794265)"
93622,
93623,
93624,"(-12.0621065, -77.0365256)"
93628,"(-23.5506507, -46.6333824)"
93629,"(41.3846293, 2.1794265)"
93630,
93631,"(51.0834196, 10.4234469)"
93633,"(-8.6524973, 115.2191175)"
93635,"(-28.8166236, 24.991639)"
93636,"(35.7730076, -86.2820081)"
93640,"(40.2253569, -82.6881395)"
93641,"(-6.8699697, -75.0458515)"
93642,
93643,"(36.638392, 127.6961188)"
93645,"(22.3511148, 78.6677428)"
93646,"(26.055317950000003, 82.99313867937335)"
93648,"(53.7944229, -1.7519186)"
93649,"(10.10669085, 105.9866244338455)"
93650,"(6.4550575, 3.3941795)"
93651,"(10.10669085, 105.9866244338455)"
93653,"(37.5666791, 126.9782914)"
93656,"(35.7730076, -86.2820081)"
93658,"(53.5120412, -2.2434612)"
93659,"(32.7185614, 74.8580917)"
93660,"(53.7944229, -1.7519186)"
93661,
93662,"(6.4550575, 3.3941795)"
93664,"(53.407154, -2.991665)"
93668,"(53.7944229, -1.7519186)"
93669,
93670,"(-8.6524973, 115.2191175)"
93672,"(19.0465213, 72.8632834)"
93675,"(53.1185033, -1.5566179305872212)"
93678,"(47.1817585, 19.5060937)"
93680,"(40.7127281, -74.0060152)"
93681,"(38.9690189, -77.7355056)"
93682,"(-12.0621065, -77.0365256)"
93683,"(27.6886419, -82.5723193)"
93684,"(19.4326296, -99.1331785)"
93685,"(-7.2600876, 112.746826056607)"
93687,
93688,"(27.25, 83.0)"
93689,"(48.8211559, 2.3019814)"
93690,"(28.6141793, 77.2022662)"
93692,
93694,"(6.4550575, 3.3941795)"
93695,"(13.0801721, 80.2838331)"
93696,"(40.7127281, -74.0060152)"
93698,"(30.2093794, -95.7507815)"
93700,
93701,"(42.2381614, 124.1325151)"
93702,"(37.5666791, 126.9782914)"
93703,"(-33.4377968, -70.6504451)"
93705,"(39.6667786, -75.7002098)"
93706,"(27.25, 83.0)"
93707,"(40.7263224, -73.9864498)"
93709,"(19.4326296, -99.1331785)"
93711,"(-33.4377968, -70.6504451)"
93712,"(55.7504461, 37.6174943)"
93713,"(27.7567667, -81.4639835)"
93714,
93715,"(-41.289636, 174.7757724)"
93716,"(39.7837304, -100.4458825)"
93717,"(-2.4833826, 117.8902853)"
93722,"(-41.289636, 174.7757724)"
93724,"(40.7596198, -111.8867975)"
93728,
93729,
93730,"(22.41540825, 72.03149703699282)"
93733,
93738,"(36.638392, 127.6961188)"
93740,"(-6.8699697, -75.0458515)"
93741,"(39.2908816, -76.610759)"
93746,"(19.4326296, -99.1331785)"
93747,"(-34.9964963, -64.9672817)"
93750,
93751,"(40.7127281, -74.0060152)"
93753,"(39.9527237, -75.1635262)"
93754,"(14.5906216, 120.9799696)"
93759,"(51.0000002, -109.0000002)"
93760,"(48.17232305, 17.213466586176725)"
93762,"(-22.9110137, -43.2093727)"
93764,
93766,"(3.4517923, -76.5324943)"
93767,"(-34.9964963, -64.9672817)"
93769,"(35.996653, -78.9018053)"
93773,"(-2.4833826, 117.8902853)"
93774,"(53.599035, 9.9168771)"
93779,"(14.5906216, 120.9799696)"
93780,"(24.163162, 120.6478282)"
93781,"(-2.4833826, 117.8902853)"
93783,
93784,"(-22.9110137, -43.2093727)"
93785,"(14.5906216, 120.9799696)"
93786,"(25.7742658, -80.1936589)"
93788,"(24.163162, 120.6478282)"
93790,"(39.7837304, -100.4458825)"
93793,"(39.7837304, -100.4458825)"
93794,"(29.0, 76.0)"
93797,"(48.17232305, 17.213466586176725)"
93798,"(34.0536909, -118.2427666)"
93800,"(37.5666791, 126.9782914)"
93802,"(18.9387711, 72.8353355)"
93803,"(37.5666791, 126.9782914)"
93806,
93809,"(40.7127281, -74.0060152)"
93810,
93811,"(40.0796606, -89.4337288)"
93812,"(40.7127281, -74.0060152)"
93815,"(33.4484367, -112.0741417)"
93816,"(-6.8699697, -75.0458515)"
93817,"(-5.4349544, 154.6688828)"
93819,
93820,"(52.4796992, -1.9026911)"
93821,
93822,"(6.4550575, 3.3941795)"
93824,
93825,"(30.7999563, -81.6898261)"
93826,"(6.4550575, 3.3941795)"
93828,"(-6.8699697, -75.0458515)"
93830,"(19.4326296, -99.1331785)"
93831,"(50.0874654, 14.4212535)"
93834,"(30.8214723, -98.7907686)"
93835,"(34.7370639, -82.2542834)"
93836,"(26.8066825, 75.6295394)"
93837,"(6.4550575, 3.3941795)"
93843,"(6.4550575, 3.3941795)"
93845,
93846,"(41.083064, -81.518485)"
93847,"(49.4871968, 31.2718321)"
93848,"(53.5120412, -2.2434612)"
93851,"(6.4550575, 3.3941795)"
93853,"(39.7837304, -100.4458825)"
93854,"(39.5162234, -76.9382069)"
93855,
93856,"(6.4550575, 3.3941795)"
93857,"(-6.8699697, -75.0458515)"
93861,"(18.9387711, 72.8353355)"
93862,"(6.4550575, 3.3941795)"
93864,"(-31.7613365, -71.3187697)"
93865,"(-31.7650627, -52.3361888)"
93866,"(6.2443382, -75.573553)"
93867,"(39.7837304, -100.4458825)"
93870,"(6.4550575, 3.3941795)"
93871,"(-6.8699697, -75.0458515)"
93875,"(37.348997, 127.9387826537108)"
93881,"(45.22086405, 10.037037979628856)"
93882,"(60.1674098, 24.9425769)"
93883,"(39.2673284, -76.7983067)"
93884,"(28.42826235, 77.00270014657752)"
93885,"(22.54541245, 88.3567751581234)"
93887,"(39.7837304, -100.4458825)"
93888,"(-3.5161678, 28.954227317440523)"
93889,"(6.2443382, -75.573553)"
93891,"(26.6091509, -81.652407)"
93892,"(37.5385087, -77.43428)"
93893,"(41.8755616, -87.6244212)"
93896,"(41.7988074, -69.9960134711573)"
93897,
93898,
93899,"(38.27312, -98.5821872)"
93906,
93907,
93909,"(28.6141793, 77.2022662)"
93910,
93911,"(40.8512481, -72.5359869)"
93913,"(19.6262421, -99.10300698849765)"
93915,
93920,
93921,
93927,"(54.7023545, -3.2765753)"
93928,"(39.7837304, -100.4458825)"
93929,
93930,"(19.6262421, -99.10300698849765)"
93931,"(-7.6444810499999996, 109.60780695011951)"
93932,"(53.5120412, -2.2434612)"
93933,"(-20.2759451, 57.5703566)"
93934,"(40.7720145, -73.9302673)"
93936,"(-6.1760311, 106.6384468)"
93940,"(39.7837304, -100.4458825)"
93941,"(43.5657995, -80.9221027)"
93942,"(33.7490987, -84.3901849)"
93943,"(-2.9888297, 104.756857)"
93948,"(-6.1753942, 106.827183)"
93949,
93957,"(30.2711286, -97.7436995)"
93961,
93962,
93963,"(42.68387845, 23.40733669713179)"
93964,"(34.7021912, 135.4955866)"
93966,
93970,"(44.5990718, -72.5002608)"
93973,"(41.2428742, -73.2006687)"
93974,"(-23.5506507, -46.6333824)"
93977,
93978,"(-23.5506507, -46.6333824)"
93979,"(34.7021912, 135.4955866)"
93980,
93981,"(-33.4377968, -70.6504451)"
93982,
93983,
93984,
93985,"(27.9477595, -82.458444)"
93986,
93990,"(22.2793278, 114.1628131)"
93994,"(40.4207969, -79.9339319)"
93996,"(-33.4377968, -70.6504451)"
93998,"(61.0666922, -107.9917071)"
93999,"(53.5120412, -2.2434612)"
94002,
94003,
94004,
94005,
94006,"(35.649154, 139.81279)"
94008,"(39.7392364, -104.9848623)"
94009,"(35.649154, 139.81279)"
94011,"(32.7876012, -79.9402728)"
94012,"(39.7837304, -100.4458825)"
94014,"(42.3602534, -71.0582912)"
94017,"(30.7999563, -81.6898261)"
94018,"(42.3602534, -71.0582912)"
94021,"(35.1332565, -90.0325041)"
94022,"(20.6720375, -103.3383962)"
94025,"(-6.8699697, -75.0458515)"
94026,"(12.931941, 100.9009534)"
94028,"(12.931941, 100.9009534)"
94029,"(6.4550575, 3.3941795)"
94030,
94032,"(6.4550575, 3.3941795)"
94033,
94035,
94041,
94044,"(51.5073219, -0.1276474)"
94045,"(6.4550575, 3.3941795)"
94050,"(42.1032148, -73.3598596)"
94051,"(6.4550575, 3.3941795)"
94052,"(42.3788774, -72.032366)"
94054,"(-26.205, 28.049722)"
94055,"(34.9823018, 33.1451285)"
94058,"(6.4550575, 3.3941795)"
94061,"(1.42965855, 114.74059919809318)"
94062,"(50.6365654, 3.0635282)"
94063,"(30.3308401, 71.247499)"
94064,"(34.0536909, -118.2427666)"
94067,"(6.4550575, 3.3941795)"
94068,"(31.583333, 76.25)"
94069,
94070,"(-3.2587494, -79.9595133)"
94071,"(14.8971921, 100.83273)"
94072,"(6.4550575, 3.3941795)"
94073,"(50.8465573, 4.351697)"
94074,"(2.8894434, -73.783892)"
94078,"(-1.2832533, 36.8172449)"
94083,"(6.4550575, 3.3941795)"
94084,"(40.7987113, -74.2390353)"
94087,"(14.8971921, 100.83273)"
94090,"(19.4326296, -99.1331785)"
94091,"(17.0088818, 54.0719236)"
94096,"(45.709097, -68.8590201)"
94099,"(41.8755616, -87.6244212)"
94101,"(28.5726442, 77.3547609)"
94103,"(42.3602534, -71.0582912)"
94104,"(-1.2351942, 36.7490294)"
94106,"(39.7837304, -100.4458825)"
94108,"(43.2529751, -6.4913841)"
94109,"(42.2419023, -70.8044436)"
94110,
94111,"(30.3308401, 71.247499)"
94112,
94113,"(6.4550575, 3.3941795)"
94116,
94119,"(38.8949855, -77.0365708)"
94123,
94126,"(19.4326296, -99.1331785)"
94127,"(6.4550575, 3.3941795)"
94128,
94129,"(52.865196, -7.9794599)"
94130,"(45.8133113, 14.4808369)"
94131,"(52.5170365, 13.3888599)"
94132,
94134,"(-5.4207639499999996, 121.92952581609141)"
94136,
94137,"(14.4684819, 100.1160317)"
94138,"(6.4550575, 3.3941795)"
94140,
94141,
94144,"(6.4550575, 3.3941795)"
94145,"(38.9953683, 21.9877132)"
94146,"(19.4416128, -99.1518637)"
94147,"(6.2443382, -75.573553)"
94148,"(28.6141793, 77.2022662)"
94150,"(6.4550575, 3.3941795)"
94151,"(20.6720375, -103.3383962)"
94152,"(52.7954791, -0.5402402866174321)"
94153,"(38.27312, -98.5821872)"
94154,"(49.2679785, 1.768192440729484)"
94155,"(40.7127281, -74.0060152)"
94156,
94157,"(6.4550575, 3.3941795)"
94158,
94159,"(41.445558950000006, 2.2196160088077628)"
94161,"(49.2679785, 1.768192440729484)"
94163,
94164,
94165,"(14.4684819, 100.1160317)"
94166,"(40.7127281, -74.0060152)"
94167,"(39.3262345, -4.8380649)"
94168,"(28.6141793, 77.2022662)"
94169,"(36.638392, 127.6961188)"
94171,"(54.7023545, -3.2765753)"
94173,
94176,"(26.2384363, -99.8873)"
94177,"(41.445558950000006, 2.2196160088077628)"
94179,"(34.1816482, -118.3258554)"
94184,"(25.6802019, -100.3152586)"
94185,"(14.8971921, 100.83273)"
94186,
94188,
94189,"(26.2384363, -99.8873)"
94190,"(-34.6130461, -58.3824172)"
94191,
94194,"(-2.4833826, 117.8902853)"
94195,"(28.660964800000002, 76.83467647083376)"
94197,"(42.9537654, -81.2291529)"
94199,"(36.638392, 127.6961188)"
94200,"(28.660964800000002, 76.83467647083376)"
94201,
94203,"(51.5073219, -0.1276474)"
94204,
94209,"(4.0039882, -52.999998)"
94210,
94212,
94213,"(51.5073219, -0.1276474)"
94214,
94217,"(6.4550575, 3.3941795)"
94218,
94219,"(4.0039882, -52.999998)"
94220,"(30.7999563, -81.6898261)"
94222,"(27.9477595, -82.458444)"
94224,"(45.243228, -71.827927)"
94226,"(-34.6130461, -58.3824172)"
94227,
94228,"(6.4550575, 3.3941795)"
94229,"(42.3602534, -71.0582912)"
94230,"(30.7999563, -81.6898261)"
94234,"(43.6086295, -116.392326)"
94235,"(-7.5692462, 110.828448)"
94236,"(-20.263202, -40.416549)"
94238,"(-1.2351942, 36.7490294)"
94239,"(22.3511148, 78.6677428)"
94240,"(51.0834196, 10.4234469)"
94243,"(-20.263202, -40.416549)"
94244,"(-2.4833826, 117.8902853)"
94246,"(40.7127281, -74.0060152)"
94247,"(40.0332629, -7.8896263)"
94248,"(47.2495798, -122.4398746)"
94250,"(-6.9344694, 107.6049539)"
94251,
94253,
94254,"(-2.4833826, 117.8902853)"
94256,"(42.6384261, 12.674297)"
94258,"(33.7490987, -84.3901849)"
94259,"(6.4550575, 3.3941795)"
94260,"(40.704756, -74.006889)"
94261,"(40.7498243, -73.7976337)"
94263,"(6.4550575, 3.3941795)"
94264,"(54.7023545, -3.2765753)"
94265,
94266,"(45.5228939, -122.989827)"
94267,
94268,"(45.9896587, -94.6113288)"
94270,"(50.4269209, 4.405791561936433)"
94271,"(42.7891193, -85.5163391)"
94273,
94274,"(6.4550575, 3.3941795)"
94275,"(43.4586422, -80.5194113)"
94277,"(22.3511148, 78.6677428)"
94279,"(1.357107, 103.8194992)"
94280,"(50.5955595, 36.5873394)"
94281,"(40.7127281, -74.0060152)"
94284,"(40.7967244, -81.5215093)"
94285,"(28.3958888, 77.03238124166988)"
94286,"(38.7251776, -105.6077167)"
94287,"(42.4347571, -83.9849477)"
94289,"(25.0375198, 121.5636796)"
94290,"(11.33927295, 77.7178523933593)"
94291,"(39.1334036, -119.9169605)"
94292,"(39.7837304, -100.4458825)"
94293,"(43.6086295, -116.392326)"
94295,
94296,
94297,
94300,"(61.0666922, -107.9917071)"
94303,"(22.3511148, 78.6677428)"
94304,"(53.5120412, -2.2434612)"
94306,"(25.0375198, 121.5636796)"
94308,"(1.357107, 103.8194992)"
94310,
94312,"(22.2793278, 114.1628131)"
94313,"(59.6749712, 14.5208584)"
94316,"(42.4347571, -83.9849477)"
94317,"(-2.4833826, 117.8902853)"
94319,"(-6.9344694, 107.6049539)"
94321,"(53.5120412, -2.2434612)"
94322,"(27.7703796, -82.6695085)"
94323,"(6.4550575, 3.3941795)"
94324,
94325,"(51.1340159, 9.4591981)"
94326,"(6.4550575, 3.3941795)"
94327,"(14.8971921, 100.83273)"
94328,"(13.6240122, 123.1850318)"
94329,"(14.8971921, 100.83273)"
94330,"(53.2352134, -1.4264097)"
94331,"(39.4699014, -0.3759513)"
94332,"(42.9632405, -85.6678639)"
94333,"(6.4550575, 3.3941795)"
94334,
94335,"(35.1799528, 129.0752365)"
94339,
94342,"(-2.4833826, 117.8902853)"
94344,"(41.3164856, -73.0931641)"
94345,"(22.3511148, 78.6677428)"
94346,"(41.3164856, -73.0931641)"
94347,
94349,"(34.2331373, -102.4107493)"
94350,
94351,"(6.4550575, 3.3941795)"
94352,"(41.3164856, -73.0931641)"
94353,"(13.6240122, 123.1850318)"
94354,"(36.5748441, 139.2394179)"
94355,"(40.4167047, -3.7035825)"
94356,"(40.7995049, -77.9550038)"
94357,"(39.2908816, -76.610759)"
94358,
94359,"(41.3164856, -73.0931641)"
94361,"(6.4550575, 3.3941795)"
94362,
94363,"(26.4073841, 93.2551303)"
94364,
94365,"(41.3164856, -73.0931641)"
94367,"(41.3164856, -73.0931641)"
94370,"(11.1671878, 77.3472673)"
94372,"(6.4550575, 3.3941795)"
94373,"(23.0216238, 72.5797068)"
94374,"(-2.4833826, 117.8902853)"
94376,"(41.3164856, -73.0931641)"
94378,"(41.000028, 19.9999619)"
94380,"(52.45417725, -1.7438787522634338)"
94384,"(6.4550575, 3.3941795)"
94385,"(35.0400627, 33.9881024)"
94388,
94390,"(51.0, 10.0)"
94391,"(53.3497645, -6.2602732)"
94392,"(51.5073219, -0.1276474)"
94394,"(52.7954791, -0.5402402866174321)"
94395,"(48.840185899999994, 2.198641221906077)"
94396,"(6.4550575, 3.3941795)"
94397,"(37.5666791, 126.9782914)"
94398,"(46.4187606, -87.8895667)"
94399,"(6.4550575, 3.3941795)"
94401,
94402,"(6.4550575, 3.3941795)"
94404,"(-0.2201641, -78.5123274)"
94405,"(46.603354, 1.8883335)"
94406,"(13.8000382, -88.9140683)"
94407,
94411,"(52.7954791, -0.5402402866174321)"
94412,"(25.0659637, 55.1713403)"
94414,
94415,"(35.4798757, -79.1802994)"
94417,"(20.9670759, -89.6237402)"
94420,"(22.3511148, 78.6677428)"
94422,
94425,"(34.2331373, -102.4107493)"
94427,"(34.9550817, -97.2684063)"
94428,
94429,"(35.6828387, 139.7594549)"
94430,"(42.7891193, -85.5163391)"
94431,"(42.3315509, -83.0466403)"
94432,"(20.9670759, -89.6237402)"
94433,
94434,"(46.603354, 1.8883335)"
94436,"(12.7503486, 122.7312101)"
94438,"(14.9711601, 102.0870812)"
94439,"(18.9387711, 72.8353355)"
94441,"(51.5073219, -0.1276474)"
94442,
94445,"(0.6301215, 127.9720219)"
94446,"(-2.4833826, 117.8902853)"
94451,"(46.7378618, -60.91965991279069)"
94452,"(25.542698, -103.4105122)"
94453,"(46.7378618, -60.91965991279069)"
94454,"(26.916194, 75.820349)"
94456,"(30.7999563, -81.6898261)"
94458,"(28.1083929, 84.0917139)"
94459,
94460,"(34.0536909, -118.2427666)"
94462,
94465,"(13.2904027, 108.4265113)"
94466,
94467,"(-26.4100418, 152.9982098)"
94468,
94469,
94471,"(15.2572432, -86.0755145)"
94472,"(17.0088818, 54.0719236)"
94474,
94476,"(36.5748441, 139.2394179)"
94478,"(2.8894434, -73.783892)"
94479,"(48.2083537, 16.3725042)"
94480,"(29.7589382, -95.3676974)"
94481,"(18.2214149, -66.41328179513847)"
94482,"(-27.128500000000003, -109.33602969583333)"
94483,
94485,"(-27.128500000000003, -109.33602969583333)"
94486,"(-34.9964963, -64.9672817)"
94487,"(-1.2832533, 36.8172449)"
94489,"(-6.8891904, 107.6404716)"
94492,"(50.6402809, 4.6667145)"
94493,"(19.4326296, -99.1331785)"
94494,"(19.4326296, -99.1331785)"
94495,"(39.9527237, -75.1635262)"
94498,"(38.8949855, -77.0365708)"
94499,"(39.9527237, -75.1635262)"
94500,"(29.7589382, -95.3676974)"
94501,"(37.572493050000006, 126.97318665006634)"
94502,"(14.8971921, 100.83273)"
94505,"(51.0534234, -114.0625892)"
94506,"(-34.9964963, -64.9672817)"
94507,"(19.4326296, -99.1331785)"
94508,"(20.6720375, -103.3383962)"
94509,"(41.332052, 19.8048247)"
94510,"(0.3478421, -78.1173588)"
94513,"(38.27312, -98.5821872)"
94514,"(35.1799528, 129.0752365)"
94515,"(18.2214149, -66.41328179513847)"
94518,"(54.7023545, -3.2765753)"
94519,"(39.94236755, -75.08758735)"
94520,"(0.3478421, -78.1173588)"
94521,"(40.8078786, -73.9454154)"
94527,"(25.7742658, -80.1936589)"
94532,
94533,
94534,"(40.6361044, 22.9477238)"
94536,
94537,"(-24.7761086, 134.755)"
94538,
94539,
94542,
94545,
94547,"(-34.6701431, -58.5619075)"
94550,"(54.6294982, -6.7654416)"
94551,"(19.4326296, -99.1331785)"
94556,"(32.7174209, -117.1627714)"
94557,"(6.4550575, 3.3941795)"
94558,"(52.45417725, -1.7438787522634338)"
94559,"(2.8894434, -73.783892)"
94561,"(-23.5506507, -46.6333824)"
94562,
94564,"(19.4326296, -99.1331785)"
94565,"(23.59829785, 120.83536313817521)"
94567,
94568,"(6.4550575, 3.3941795)"
94569,"(12.9791198, 77.5912997)"
94570,"(41.8778225, -87.6467338)"
94571,"(14.8971921, 100.83273)"
94572,"(19.4326296, -99.1331785)"
94575,"(54.7023545, -3.2765753)"
94578,
94579,"(6.4550575, 3.3941795)"
94583,"(-34.9964963, -64.9672817)"
94585,"(13.7143111, 100.489901581787)"
94586,"(19.4326296, -99.1331785)"
94587,"(-28.8166236, 24.991639)"
94588,"(-4.052296, 103.77749582668096)"
94589,
94591,"(6.4550575, 3.3941795)"
94592,"(13.7143111, 100.489901581787)"
94593,"(-4.052296, 103.77749582668096)"
94594,"(-26.3829647, -60.8816092)"
94595,
94598,
94600,"(51.0000002, -109.0000002)"
94601,
94603,"(37.5666791, 126.9782914)"
94604,"(6.4550575, 3.3941795)"
94605,"(52.45417725, -1.7438787522634338)"
94606,"(-34.6075682, -58.4370894)"
94607,"(49.4871968, 31.2718321)"
94608,"(37.5666791, 126.9782914)"
94609,"(47.1849009, -122.2921406)"
94610,"(-26.3829647, -60.8816092)"
94611,"(12.7503486, 122.7312101)"
94612,"(55.7504461, 37.6174943)"
94613,
94614,"(12.9791198, 77.5912997)"
94615,
94618,"(-8.10479815, 112.68798721390587)"
94619,"(-34.9964963, -64.9672817)"
94627,"(-7.2153453, -39.3153336)"
94630,"(-2.4833826, 117.8902853)"
94631,"(1.357107, 103.8194992)"
94634,"(-6.9344694, 107.6049539)"
94635,"(-34.6075682, -58.4370894)"
94636,"(48.8440437, 2.2934455)"
94637,"(6.4550575, 3.3941795)"
94638,"(1.357107, 103.8194992)"
94639,"(-33.0191604, 27.8998573)"
94640,"(51.5073219, -0.1276474)"
94642,"(41.6500201, -72.7342163)"
94646,"(-33.0191604, 27.8998573)"
94647,
94649,"(41.3848426, 2.1828745)"
94651,"(-6.9344694, 107.6049539)"
94652,"(51.5073219, -0.1276474)"
94655,"(-12.0621065, -77.0365256)"
94658,"(10.506098, -66.9146017)"
94659,
94660,
94663,"(1.4419683, 38.4313975)"
